ID	k	max_iters	wlhash
00e1e5a05ed04bcb437bd7fc57a88b7f	1	10	465caf4965e135db
00e289099ea9bcef6a056a8c8ba8a3c0	1	10	96be225751597a1b
00e32767bee1894beb0b71867f279d36	1	10	5a9097d0db513aa9
00e45ab8a1baf16155af6e59c3df5dbb	1	10	0374142f74b6c277
00e5aac4701e62ae50c9f1504057fce8	1	10	3c7a0f2fd4bdcdd7
00e974264f8f9048b68c983f36643115	1	10	bdbcf56796a2edeb
00ec2992d59f85705eb8e1f4f1e01b3d	1	10	2f6ec1ad45d0e6c6
00ecd19c442956ff9a22584fd9bf439e	1	10	a83fa23544605156
00ee79ac35e86f955a633d339777cfd5	1	10	72e1c4fa3eaa5137
00f122e0bb11a9bf197002715699e204	1	10	5df12a61d16735f5
00f2eb377986e7decbc863931680a3b2	1	10	00680bba902de51e
00f4aca773e5675f35263dcd46b15bde	1	10	f6541f0e1623949a
00f88a15e12e7b364077c33125a35547	1	10	90fc4eb60b8d2cd8
00f969737ba4338bd233cd3ed249bd55	1	10	0645de2877a7d992
00fefbd32304db604a87910d187e8365	1	10	44cef2122e181a7d
0101d013a916d903e8e618d7db1edbb3	1	10	8d938ebb6416eb1e
01077fa04638a98befd66bff16f4accd	1	10	377156c883225c01
01079ada0aa5a4f3bf4bb131b807eb38	1	10	714716bb7edc3097
0107da33f8475f96dcaa3bd57e3cfb0f	1	10	0c146a7387602c65
0107f34364dfff8ab062193b2c71b4de	1	10	174a51995990400c
01092687660de604975b7e75932607b7	1	10	d8a0d47bb72e1c01
010a035bfd273b17438896d04f47b4be	1	10	NA
010c2e0ca6399116d206100ca14aa880	1	10	d5ea6beea6772f05
010c9d7a6e9e6cac63f110915d9dd56e	1	10	bcb550e0c113acdc
010eb724ccc815100d40bcc948f9c598	1	10	a49c52aa8545597e
01135f7a79d555bd0406f00fac22cbe2	1	10	5e492e5be4669d71
01136f74588604a67b5e5950a2525129	1	10	88a1f2732d58f30b
0113bc2aba73927ba3828baab15fb8c6	1	10	1d5c0d94b4f82d38
0114ad337fee86dfb02871d8a971b130	1	10	ea87b242cbc7c32f
0119a8fe54c110d927344cd950a43671	1	10	7c137fedb8ac8155
01209700b6b45ca5fda7fbcb17765db1	1	10	35a7b473b1cfa673
0121f7a2adac25bb3f01fb841fdce55f	1	10	d1c4aa6687a475b3
01225987412b6f8423cc68be93385f6e	1	10	5488c6d0f0810f4e
01243b47967a3d012ea22e993355c833	1	10	98a13a83176587a1
012a40c3c94a3f1701efa5e73611529c	1	10	444a2f324175e607
012e56e8b23c29cb222b64bdeb523409	1	10	702e89c71c20cac4
01363e6edd7b668dcd8706534c4e1f4f	1	10	f2eabcb27904472a
0136adb99bdca756b28f8aca2bf8a1b3	1	10	1354966cd357fa00
013a51ccada51812061ed2d6504e23a5	1	10	b019fb024385ed36
013eb6c4963e5a4724c4b34599f0bb64	1	10	811c677a5cb718d5
013ed5a359706d5bc4ce7e2dac38bad8	1	10	f35ad7a8360a3cc9
0141b82b3d2a411d8c2168119e2d7452	1	10	e2515cb380c6ae43
014a36afe8dfc0c7cd6098f66fb8756a	1	10	cff539aa4f202ae6
014eb73b695be1a41c61e15ca919f0f8	1	10	d2abfd53e0f4520b
0151782431fa0ec1f855523721c52682	1	10	90a274be3961af0b
0151bedac526ee195bc52e4134cd80e7	1	10	c22c274a83411e6e
0151ced92d88d7b46424ccf1d26d7716	1	10	9ce7cc049f16b4a2
0152ba35c2942027426ebe4a074f5fdf	1	10	a095b90d72de060b
0152d286cde406747d179c36a95c2fdc	1	10	3664e8c883844666
0154182ac2508df34a7bf7120a368e70	1	10	e6bb6a72bdfed472
015a78f0b46546a98970be8f3101443c	1	10	0f800c3fa7f06d5f
015a8c86d53869abb26f9dbe4a5f1e54	1	10	1b9ffa7b454733a4
01653db16d6cedc27f5314d680efc055	1	10	fc890facb38b466b
01657386753a1369dd286a3fee9062e4	1	10	1b9491b601ed943d
01665130994f549bc94ea4b1e91111cd	1	10	d5899c7322fc693d
0167ead7da1e981805564ca981f64bea	1	10	7846b6ae8a1c98cd
016ad2dcc5ac2bb3eb555f2a8a6e412b	1	10	78d85a002fff62d5
016c52d4105ea384ade3644ab71415c4	1	10	5f079baec8da8534
016fa607917cff1ece5bd5c624a49491	1	10	cb27cfaa00104d14
0174593b6652936010405e3f4b6799c1	1	10	d8cf1ec59d1fa807
0176764afff2ea9f16a90fec9a516ed2	1	10	b9e447ee90dc4acf
0177419016ca9d3abad0c15998bdf72f	1	10	29d1afbfee4a1424
01796eb1fc5b82e2d36e60dacb631250	1	10	f5b6a7a9cf418d1f
017ba03ed108f492c9293c7c95e5cae9	1	10	ee0c2ae0a09eef56
017bba0f995e6d9921253e5a59521435	1	10	cc680c8d84a81711
017d217fc0568c83c47f2c35bb685481	1	10	4a42286d870d5bbc
017fe0fa773f3213acb3fc70d12a0d5f	1	10	e50378b09919d0a6
01813075a2ddb68ae1fc655ca003437e	1	10	11c3f0ab86fc6886
01843a0195183ca14246a88bf7bad482	1	10	cf7359809d25c9c5
0184fc46a3e15163bf4f114a2689fe5c	1	10	47727748fcf81ac2
018b45eea6e1db3dc076ce5650c1b33a	1	10	5b40ba3565471841
018baa8023b064875f9459bb4b164239	1	10	2368f8364f8b28fc
018e0d55855905e9914c4c1af52eea55	1	10	62f7f6026ec7a4ae
019044d2c20a2f868da3325a8392ae49	1	10	46e66e194abd84d2
0191a0bf3412ed407ba669f8d69081ee	1	10	06e505806daea8b1
019312023ae44dd892cd3f62550aea6e	1	10	1fda578b3e158a24
01933666e24a4fcb6240ce46b6160380	1	10	955851c7db76e270
0193bb2b5b7c07ad179001c34a885f6c	1	10	ae8eec09e0b10ecd
01943b1d6f8e65a44e99f97da3236241	1	10	31d54c3baca9e154
0194a15658e15953f779d436681f1199	1	10	aa97d6bd9bacf27b
01950351dd73990085d75e125b1551de	1	10	83f22582ef905690
0195cb8a6b36b6e6fe6b23365828e198	1	10	2f0f4aec4a4c4a50
01966a0fc52b2200a13f5f835275a919	1	10	7010ecd99adb2c8b
01979ca4966cc363ec3caeebd8d3fc31	1	10	5bcc6195883b23d2
019dc69c96737c3d62696c9acf3edf1b	1	10	NA
01a160920ac2891c97339805cb3093b1	1	10	53776bd341f9cbe6
01a2e098e96522a52a76c783a5b0b587	1	10	ffd049b3244044fe
01a74343f618546e9ad2a60849140317	1	10	65e44730788419fc
01a7a38902771cf5e7f37b7e0275b0fb	1	10	46e3aa1299566d50
01a82297e8d8f68eeeb26329d1bf26c2	1	10	74ff04fd7847133a
01af042093bf36119811b6e658e7a231	1	10	424cb84741d564e2
01b105afb0dcb7a28cfe775c98b6ee00	1	10	18b7d74e2fe309c8
01b4cb9b343aef8334f5d22e4d8f0380	1	10	bcc495e087cc0250
01bc467c0134087a88cb308e5fb259ec	1	10	8f38a1a3ca47b4a4
01bc4d75a43a8293132d0be627341207	1	10	68c6cf340ac14f9d
01bd0865ab694bc71d80b7d285d5777d	1	10	2d4799c5bbede338
01c09bcfbd1f9c2cf781d37abdfc7473	1	10	f5f0058d32ef7475
01c48559d4870a5f3216291060fbeb39	1	10	40f73531b55859dd
01c64036a1e08f96e79e92d72cb8626c	1	10	354f7c43b6d96bb4
01cced75cb378574bc849f76e909c94f	1	10	d553ad8eb2b14ee9
01cf0326d2ab46b71fe4e2eac97b2b18	1	10	c505c094b1897770
01d037bf22a943430790eedd667f415e	1	10	dd7ebf6b8373cbb4
01d12e6a44b845def1455663b490d7cc	1	10	cbcca3c2adae738b
01d142c43f3ce9a8c5ef7a1ecdbb6cba	1	10	a2ee211bcd3cf38a
01d494c2afa4960a236bf8412e2bd08a	1	10	f4f37180c06c2011
01d55a3ba267f6b2a2911c9239f2bd31	1	10	ce3d56679d7c89e0
01d7029fd605b0f8aa31ce2260b9f874	1	10	00f1c05f24e97e03
01da0d23a7273b00c0252c1ca964444f	1	10	cbcca3c2adae738b
01db0170c4c634550cc710a645093cfb	1	10	bd1ae2ffa611b9c8
01dd5feb463fa80f73809718f6ff735b	1	10	d62f730a0520c511
01df60e0a1690421fa6d8e73358af751	1	10	654a8afe4a51f6d1
01e407c1be777e7a6bff6f69c871191e	1	10	f11e9aae4d54aab4
01e457295031b531787c8f092a9487f1	1	10	2c21beccf306f381
01e460fb1710367a663ab3f7274270db	1	10	860e2e63ef29ff72
01e6b02d61a5105f4cc4d1275e4ee626	1	10	6441bdf0aec423fc
01e7e51d745a9ffd5d8c0d4be157a6ea	1	10	ceabffb2c8ac50e9
01efd93e498fa0aa8b15a225c0222824	1	10	e83d5ffa977b879f
01f6f378126fba702bfdca976b9ae406	1	10	2fc2fe6bcbb529c5
01fb606163f23f52d676aa4f46b4381a	1	10	d6294b96f58e732d
02009b14e291072e12a5b27dffdf5a7b	1	10	406909170eade746
0202cc5d16223bceb61e66cc4d7168f7	1	10	ddd32b2f6dcda41b
0202d973562cc1efd380b93faf711df3	1	10	7838b794d8929f55
02039a75cd47093fce9f1af3ab61a5e8	1	10	f7a3654997760da1
0205c97b33f228ca830b36156eae9bc9	1	10	46cb669f24ef42d2
0205e0724a8a912dde9ad7dfba2aee0b	1	10	15ecd8b3a6fc7a82
02066c116dbacc40ec5cca2067db26c0	1	10	f3e397e3c46377a9
020bb8e3ad83c3e377648b6103c6fb4a	1	10	a9dbd1c65625c1c6
020c63aa1ae5c6fe7aeb8e2fbef99a3c	1	10	NA
021331d523ad3092616ff99cf0c6c355	1	10	8ce18a93f2b8e964
021686368317a35103f1f671f783d958	1	10	NA
0216f9d35f2b695b904fffb312e3e611	1	10	d4d137086e6eb49d
02189c82c0395b9968ecb32895bc73c2	1	10	7f0598dbd5ea4874
02197ec055ea06c347bf1c6ceb6facf7	1	10	5e8389309f082cb9
02223564bd2f5c20768e63cf28c785e3	1	10	eb6ad112c7fc0bb8
02257f12aa71e6622d2bf4d0f7111ebf	1	10	ffb02ee7f6a89778
0225fa9581c622e5abbc8497a97edf4e	1	10	a62da19afb38d59f
0227c865edaeda75e13eea36d57b7eed	1	10	fd98591147257ad3
022b841952d37f0d6a0d050c9b4b0071	1	10	e21b09fc1e72ff05
022d902dc901cc9dbcb9e9af8b6728e2	1	10	b7fe8e9704cc1f6a
022d99ed11a6bbad03a8d07be558411b	1	10	51cbc291c244cf1a
022dc7e9935f3570c088db58bd84b2c6	1	10	d3a98b9ddf8a097f
022e05157f3057a9888a85eb94a26d3a	1	10	2db9053db1f96c0f
022fd6b1d5a66e11de5fdb58d51db99c	1	10	76917374adf63eb7
0230774d18baa0fb8e3267dcac0014f3	1	10	1409907d4775928e
0232a4f59601e7a78fa29e06d5091764	1	10	b86c64212aaef585
02393be00525d205cbe0b6ca8ed22f48	1	10	7bbe0755821ed36e
023e522c9160d4d1584c5ce1a6ce48d1	1	10	b38ea9e4c69f6200
02404a08ea36dd43362bbddc578c839d	1	10	420138ff735abb28
0240f5bddc39ad2f0a786c811fc434a8	1	10	7bcb585128c6bdfc
0241f35c5752768d2b0580533d143a14	1	10	7a8282362968d269
0246c609c3a0f893028313b2291dac7c	1	10	33478e3b5cf1738a
024750eb1d45dbe3c081ff3372fff5be	1	10	0c055d5e0e6c5008
024af9416f8c1dad1b4f974757e38d51	1	10	c230bfa9dd953c39
024bff5f92c610e530b3756f2ccb037d	1	10	ec7d6bc72cc8594b
024d71cebfe2f5c3b574e2482b2c7b66	1	10	47e3be5b3ff5f40e
024ea469a7c368eadf441544cae9f90c	1	10	800cd10152e64b69
02505bcdae17368b0b44efe673160eda	1	10	8fe7ce9684516216
0257941d88a81ef2839a94587d03e87f	1	10	04f9ba935b53c1fe
025890af6c6f91ea4e405dbccab6be90	1	10	NA
025b05bcc900fa8e2675ba23c6e6d454	1	10	399197cc8fd3a5cc
025b4355cf82995a0c901b109bb2be55	1	10	e7531d5906ed68a3
025fe6b9b2e74c53011badb9f2c79976	1	10	7152aaee61f8a5e7
02609dfe236c0c2beeac79e61cbe6151	1	10	0ac51b6d440f8b67
0261b44c278c36459061c368aa00575a	1	10	d789cd2909a887fb
02627689047d06fbb642eef14768d751	1	10	c36ed274d09bac22
0262e0507796703aeed95b8eb6346828	1	10	d60f3b065319a4ec
0265448c232e3a25aa5bcd29b1b14567	1	10	c9283bc2dad4a928
026697efcbda72c2263c11b12cd22677	1	10	bf6c72d2c2415c99
026c28cff76457b2fa8eba99520a0f9a	1	10	9288aa3214fd7be3
026d5d5889dc62956ad30fa3a6ed61e4	1	10	f335bf4d38499974
0272edf70e38a36b32b924ceb16c7156	1	10	f5f12023b96e2405
027330866147a897c5c9b5d4d47d28cb	1	10	20b181463e48867b
0275407378707ad9eed2f8b30386a789	1	10	097860c2614bd493
027761d107a7927810afd569bfd81a4e	1	10	4ab104c782ac7750
0278eee117c3821771e2d18d710a89ad	1	10	b95e8b51d6c2a8c8
027b35979bc619b89cad395d958b3270	1	10	36ced18f6a75003f
027dd75e80e8fd4374ed8eec187f956a	1	10	1b9db7358499d990
0286e90d6f0176c6f49ca4b6d0c08dff	1	10	70a0957fff45950a
028d0cc7af63e9bba5795f20e24db4f6	1	10	86f02821a7b037b3
028d1cef617dc62904ce9a7718081d4b	1	10	fdeea8b0f238af1b
0291268a34c2d681dbed04f2c169fa9f	1	10	NA
0294158664d9ada36bd23fbb652cb823	1	10	ed04d96a8b59bfd5
029769d31380aed4e9915d27c73d18d6	1	10	34779b9a9283e840
0297c2a35f116ffd5382aea5b421e6df	1	10	10be92ab0d871271
0299da6b2088736e46a6ebf067804596	1	10	e493261fd0e965dd
029a78f54a28bab5de0ac9ea07823e74	1	10	41e20211b6510227
029cf5345cbde37e75d11fe7c9f07ded	1	10	a52366aae35408a1
029ef821bff942b1be483e35b4256d79	1	10	43b4287c7634bcef
029f943a34e4b12fa59c6a3664e481bb	1	10	a3b0c7f668d4fe79
02a5d44d0559dc046e591dd8c10f2c10	1	10	5df08cd8e19354aa
02aa8df7d5f231c1fa8c138bf71881b8	1	10	ddc3e62009a95b5a
02aab5b634bc3b1de8567a15f468dd53	1	10	09645d73bc7e0d72
02abb73bd8e7095a9f18f82d8239eb97	1	10	b682f68b05a02595
02ad1665470545464a4d28a0d4b94570	1	10	58e959ba5beeb793
02ad294c09a41578dac649a64b6aadd6	1	10	5aeda727cc0125b5
02ae49a7f45355f52f90208a8ba5164d	1	10	bfc10f990410d1bd
02ae8832f0c2821eef1e72d3df540a22	1	10	34704c588572999a
02b0ba33fc854c843c151f951be44010	1	10	be5e3f76a8f4aa1e
02b385a378c232c0671c7ccae533ddfb	1	10	3f78094817205e82
02b3ef3c69fd77ed8ef830f4256b0022	1	10	12e1e3d9f84e8798
02b60dfe8004125530bfd1b4d055dc6b	1	10	974ca66c3ec9abad
02b69d0e5c2b68d5c3d650164b6c277d	1	10	17d60490d9c90483
02bc149bbe801807912f651c7bad3e74	1	10	943390430c3ca826
02c18b0862662b066404f55c815e459b	1	10	2bddb48f46ee3683
02c1c6307289afd9f6ac81979b251df2	1	10	11c3f0ab86fc6886
02c1d1c6fb0c6558032f7b5f115702cf	1	10	2c39939c2ed621b3
02c23ebafea72bcb7135ab806aa3e1a6	1	10	d7c1ed32be7036ff
02c3dfc0e9c16c69a66b5b7412e512ef	1	10	cf1563f2ceb61bed
02c3f1d24074cba45a64d0b4b5aa0238	1	10	7736d69ab66ca564
02c6fe8483e4f4474b7ac9731772535d	1	10	3e22c470a182cab3
02cba4bd89eb7ecbf0f063c4c4fef7d6	1	10	d91b65af175a1ca8
02ce47de081045ece3d651b805235346	1	10	08b850c8b9ef49e3
02cf287a41c2cc7a79c682495df002d4	1	10	5dc826d234856042
02cf500db31aa951989bf4947d9165e5	1	10	b50c3ff529683489
02cfa5a71b5c89a1b10b5f5a5221ed05	1	10	5385394c92c1d39b
02cff9bea08ed95b701d23e743e2ce13	1	10	68a27d2029fd117e
02d15c71f00ba4808c8efff0ed6d71ce	1	10	6f972c1f1599d231
02d4f72ae5dd9be8edcd3bff7e63f8ad	1	10	9e393acd1a864034
02d8847ee38504792705d794eb93e9a7	1	10	a69903487c678391
02d8ce98d8be14b6cb115dd4752d7c09	1	10	1c23a2141861b8f8
02da8e9305ee7b4ad33c348f46afebea	1	10	5f2c59bcbf0342eb
02de69784e1bd36ed3ac1a0a7371fad0	1	10	4c333d2e6630fc37
02e336c79a69ddf2e868232321abd154	1	10	78be5cc09ba7cfa8
02e4f23ed59566d343b605dc2cc30a01	1	10	555bf0cd8e245f7d
02e781d6f1761a8135a599de8c34bc88	1	10	356827af707fab58
02ee4550987a8545d00d0ad14d4b215c	1	10	04d0d00f6ff336d6
02eef920cd1aab9ef3492fe27bf515c4	1	10	fff2e26f7b5426b8
02eff2cc9db1e6abe53e55e9e3f5277f	1	10	373ccf509d515484
02f019f0a4040c0f9b52cd910997a362	1	10	1d53439f9f64a2df
02f2343e32f9070f149708d77556b4aa	1	10	NA
02f3a178829aa3838b2ad9a14f986913	1	10	04561cc7a56a4db6
02f3e7cd5ffb56be6f619896a40fd628	1	10	5f3c0137a6aa2b2e
02f6ca52f1ada872d82035088701b66a	1	10	NA
02fe323166b147f507e045f04062854d	1	10	320010cd2c59912b
02ff9a8d99be52af14523c433e6caff4	1	10	e92d1ca67fe72be8
0300d80a6c897c389a07ee4bcf3e926c	1	10	96f940eeb2808a2a
03041657b7177746724b819433c83b20	1	10	f379d84b64f5c5cf
03083b81684212efcf3f415df0127130	1	10	64457e7f22e04946
0309535f129965796de4193e1605bfa9	1	10	7faaa8b322a51bca
0309ea422084568c2b4df13b32094380	1	10	9e01e43584bf85c6
030ae49b1ccd2bdce8a35ae95997bdca	1	10	8e3cd158ada8d4cd
030f36e3ef0e56533706d6c1b4fd31e1	1	10	4d9a6a2c5840599d
0313ef9736992ac0bef42713aedf8a1f	1	10	cff539aa4f202ae6
0316093cadcfd18a4e30b7974e62fecd	1	10	25df3219125d98a4
031757c0a6797eddf3e84bcefbbdb753	1	10	NA
031a9d2143b30c6682f1f8fe23526804	1	10	584b337a444d0479
031c116d206f65d7c267d30108cd00a0	1	10	6ccd0c0dff6c7608
031c99d72be38eedacc8b402784e9821	1	10	a250eec943c6069e
031daf860acbce867db7559c74bb1c60	1	10	8d817261e0eb4bd0
031f2533749fafff58983d342f8c7ee3	1	10	305c1f7e2a3ca6b0
0320af21bba8b8cd940a95277377803d	1	10	1dee5e5f1c963862
032117a0ac42531420174f9b1234b6de	1	10	e55e2d2369c8f475
0321654854668173ef9983b879622722	1	10	37d8946df460ec40
032172c44f98289cf10e06ffeaf7745b	1	10	104cf3e03dbacad4
0325f5bdfff16d1756f786bfdccd2d26	1	10	634edbb19261f529
0327aa4bd6b07b94d14e53efc57d0d00	1	10	4fdc7ea09d9476d5
032941f5f28c9ac53fa1c80d35f3206f	1	10	NA
03332c1d032fcd09f91254199387215a	1	10	bf3d1c7407bdd01f
033560dbd1b4d3545b4b40ef90aaaa29	1	10	0fd6eeadde89385d
0336f81b60baac5b8f481dd3c32861a5	1	10	846f2e1191a645ce
033743e540b7f6e2114a3e6981558795	1	10	ea183268f69bbf69
03385e315b37cbb189ab45f90acf5af0	1	10	0ca81faed0b3a2bc
033b0be3724bb9a94ffbce3d0901db59	1	10	8878710d7d8076f6
033bdaf71d51a1645014a54ea614312f	1	10	a471d28d51a9028e
033d611722714d5206cc0184479e92e2	1	10	46ff497462806335
033f38da07bdbbad4763eaf1fe97ce37	1	10	41f3f5abd205dabf
034619cf0ad20017ed9dd5f88caacae6	1	10	45e4084643a2be83
0346be00d2d7d3393d134d8be1138c45	1	10	905964aa4189d8ef
03475e329b9fbc8246a09a4f888f9023	1	10	7e3d58581bd1a4c0
0350d0a0f0922b1184d3183ae3d58f4b	1	10	a3cb231be6386bfb
0358188e041daccdd2fad07e1188f28c	1	10	898bed5805858a47
0359596347daa117da50950748bc06d1	1	10	a9120c8371a706b9
035c200bbf0a783e4ec9656cfa9b2f68	1	10	dacfad78c57d9bcf
035c23ef8339c6d16ecd45601af8a589	1	10	26671eb9ab22f783
036126151ea302c37e340f6552777678	1	10	e45e495d4bcf355e
03645a35cda06bab02dd280017fa8c3f	1	10	c0906d157d4bf8be
0365db8065a89550e1ba73d86ec48cc2	1	10	d6d0d4ced183f5e3
0369497a41c3914b796cb81e64dd2e55	1	10	5ad14d3ed183831c
0369d8788498fe92e8337f326a929367	1	10	28084b107f9ef8fd
036b541db9d0839b0591d408ff4f77ae	1	10	1c8cc16b2e4e0c27
036bb9f40335cf9c6bb167e8c3703926	1	10	3c606a5292fd92d4
036bbc647cdc27d4ca455cd3cf311262	1	10	e67a9115d731d735
037030471a83c04cf17c7cdbc8236e83	1	10	46ebe650240f0f6f
0379936c75c225f1a9a113762b019da6	1	10	352ee9dbbf80b36c
037a2d470c1c9727d55d5d947dd8394c	1	10	80ba40b0ae837345
037a652d6e4bea27881073be25176934	1	10	86f02821a7b037b3
037c423f56548082b1935e88c48ffdda	1	10	340ccda82d526d83
037cdc23d5ce303ee466680f4fdfe1fc	1	10	804e95bc64b4c919
