ID	k	max_iters	wlhyphash
00aefd1fc30c425075166ca051e57218	1	10	NA
00b1c27aee52d6dd9e112fa55d4cc1ca	1	10	aa43d993e2a03534
00b46ace235e3915a439c77a231a5657	1	10	65276afdeb9dbfed
00b9b467c26540853360491401da61a5	1	10	c90bc58e45d8a8c7
00bb0b4ef28ed38c49de4c54b9fabc4d	1	10	1e3b35c4a6d195c3
00bbdbb1bc700e4c4ceb0d6e86e33c23	1	10	dff3ad32ca4ae8a7
00be4c67683c8edeca138279e13942cb	1	10	38d9904e7c3ea629
00be590675417eba2bb2585790ac392d	1	10	fac72a09d2852db3
00c4c1dfa04e7cd8b7abc80a4a4f7153	1	10	16f816e5ce5ee869
00d0eef039aa1f9cf1cf2647a58fe313	1	10	cbb078c981a112bd
00d1fe07ab948b348bb3fb423b1ef40d	1	10	fa36a192d8e04be5
00d239e486137a4f7264adb4fb57d5ae	1	10	134d44e7cddcca74
00d25e6106c5c09bb5d8d0f7eae7385a	1	10	7df33421c2592b8c
00d3338cd6cdfa099ff29f036c77d93d	1	10	d3e638f25b63a33f
00d41fe5805aef9e2e3b63e1d9497edf	1	10	baff8eb7fa0c1907
00d46b1518fddf95bc8ba424e1b5b77d	1	10	ac843f1f494598bf
00d5f0932042a96518b03e6fd2feaf48	1	10	fae9b994586caf82
00d74259dcca2176f1cd561f52bc0326	1	10	7c226ad058f4ee79
00df199d465391a52fc37b87f81a957f	1	10	38dcb24edf4710c1
00e010712b854966aa56caf9c9dc4696	1	10	9b4b200e010434d4
00e1e5a05ed04bcb437bd7fc57a88b7f	1	10	0853b4b156cf7915
00e289099ea9bcef6a056a8c8ba8a3c0	1	10	2d06553d3018012e
00e32767bee1894beb0b71867f279d36	1	10	49a268e0d7ea27d3
00e45ab8a1baf16155af6e59c3df5dbb	1	10	e4f468aaa0c20917
00e5aac4701e62ae50c9f1504057fce8	1	10	e5157f1751b3a67c
00e974264f8f9048b68c983f36643115	1	10	282af2c78d27a467
00ec2992d59f85705eb8e1f4f1e01b3d	1	10	8fb227c702d7a456
00ecd19c442956ff9a22584fd9bf439e	1	10	7ad51129dcc97ab5
00ee79ac35e86f955a633d339777cfd5	1	10	e108c92b5b8b8ee7
00f122e0bb11a9bf197002715699e204	1	10	814e71fe4c08fd11
00f2eb377986e7decbc863931680a3b2	1	10	13edb324e820059d
00f4aca773e5675f35263dcd46b15bde	1	10	3cad41670d26ddaa
00f88a15e12e7b364077c33125a35547	1	10	8100b7b8d4b5cb69
00f969737ba4338bd233cd3ed249bd55	1	10	b70c769cee09a523
00fefbd32304db604a87910d187e8365	1	10	NA
0101d013a916d903e8e618d7db1edbb3	1	10	660093fcc66fd39c
01077fa04638a98befd66bff16f4accd	1	10	8de94658ce542ea2
01079ada0aa5a4f3bf4bb131b807eb38	1	10	ec2bf0aac45a772d
0107da33f8475f96dcaa3bd57e3cfb0f	1	10	f4f8a742c5ec8330
0107f34364dfff8ab062193b2c71b4de	1	10	dc13a2dae103c2fa
01092687660de604975b7e75932607b7	1	10	eb446b95246261d2
010a035bfd273b17438896d04f47b4be	1	10	NA
010c2e0ca6399116d206100ca14aa880	1	10	256e3109bf222e13
010c9d7a6e9e6cac63f110915d9dd56e	1	10	d9010fd17cc35b59
010eb724ccc815100d40bcc948f9c598	1	10	42aaa08998678e1d
01135f7a79d555bd0406f00fac22cbe2	1	10	8460cec3122fe489
01136f74588604a67b5e5950a2525129	1	10	66ad8eeb84b3d97c
0113bc2aba73927ba3828baab15fb8c6	1	10	2adb989ee637b4d3
0114ad337fee86dfb02871d8a971b130	1	10	4b808edda9aded0d
0119a8fe54c110d927344cd950a43671	1	10	8cdf041cac7a51a1
01209700b6b45ca5fda7fbcb17765db1	1	10	37abf7953841893a
0121f7a2adac25bb3f01fb841fdce55f	1	10	80ab7191fc1c1fbf
01225987412b6f8423cc68be93385f6e	1	10	6d0cd515123f7a27
01243b47967a3d012ea22e993355c833	1	10	1ea48b28e590a20e
012a40c3c94a3f1701efa5e73611529c	1	10	ba365549e036ab02
012e56e8b23c29cb222b64bdeb523409	1	10	cff3d6b7324a45bd
01363e6edd7b668dcd8706534c4e1f4f	1	10	b0d7b161181e3678
0136adb99bdca756b28f8aca2bf8a1b3	1	10	566cfe0e8060f662
013a51ccada51812061ed2d6504e23a5	1	10	a3c1a747d73efc54
013eb6c4963e5a4724c4b34599f0bb64	1	10	aa167221a82b8ed6
013ed5a359706d5bc4ce7e2dac38bad8	1	10	864d080e9a4a261b
0141b82b3d2a411d8c2168119e2d7452	1	10	95003a9c079f0eab
014a36afe8dfc0c7cd6098f66fb8756a	1	10	9e145b40f68ec748
014eb73b695be1a41c61e15ca919f0f8	1	10	7f42738d87fba505
0151782431fa0ec1f855523721c52682	1	10	f6d00c5736ee940c
0151bedac526ee195bc52e4134cd80e7	1	10	bcf5f462fa3075ca
0151ced92d88d7b46424ccf1d26d7716	1	10	77afdcaab5a070a8
0152ba35c2942027426ebe4a074f5fdf	1	10	a2a1095396d72500
0152d286cde406747d179c36a95c2fdc	1	10	4b7d309b7bed084f
0154182ac2508df34a7bf7120a368e70	1	10	80927fdf7267451b
015a78f0b46546a98970be8f3101443c	1	10	fb0e903ac8399a93
015a8c86d53869abb26f9dbe4a5f1e54	1	10	33899ce1e9c634d0
01653db16d6cedc27f5314d680efc055	1	10	eed83e33a75c0e97
01657386753a1369dd286a3fee9062e4	1	10	eb07736e7c41a9e1
01665130994f549bc94ea4b1e91111cd	1	10	d29f2e5bf43d23fd
0167ead7da1e981805564ca981f64bea	1	10	b2da1b8a47cc319d
016ad2dcc5ac2bb3eb555f2a8a6e412b	1	10	528e160c648d2086
016c52d4105ea384ade3644ab71415c4	1	10	0f7acf93c17b6ec4
016fa607917cff1ece5bd5c624a49491	1	10	11ef5908d49c1bae
0174593b6652936010405e3f4b6799c1	1	10	20dd1e07b2e20d58
0176764afff2ea9f16a90fec9a516ed2	1	10	NA
0177419016ca9d3abad0c15998bdf72f	1	10	337336934729d794
01796eb1fc5b82e2d36e60dacb631250	1	10	c84d727c09b7e64d
017ba03ed108f492c9293c7c95e5cae9	1	10	ae5c0254d8945727
017bba0f995e6d9921253e5a59521435	1	10	9b066926a388fc3e
017d217fc0568c83c47f2c35bb685481	1	10	c3857ce9533993c7
017fe0fa773f3213acb3fc70d12a0d5f	1	10	8062e297b3fd5f3b
01813075a2ddb68ae1fc655ca003437e	1	10	215ea9de73d73950
01843a0195183ca14246a88bf7bad482	1	10	2bdd65a51a271f8f
0184fc46a3e15163bf4f114a2689fe5c	1	10	cd4ff85dc7915f4e
018b45eea6e1db3dc076ce5650c1b33a	1	10	70057c9367b9e020
018baa8023b064875f9459bb4b164239	1	10	892ad6a82f5bc7dc
018e0d55855905e9914c4c1af52eea55	1	10	00e82f4ac2ba8f0d
019044d2c20a2f868da3325a8392ae49	1	10	a8094cada8958c06
0191a0bf3412ed407ba669f8d69081ee	1	10	e23431d9455eb06c
019312023ae44dd892cd3f62550aea6e	1	10	27b052fb62f40836
01933666e24a4fcb6240ce46b6160380	1	10	ea3c6fb3c2736620
0193bb2b5b7c07ad179001c34a885f6c	1	10	ed9554341608e745
01943b1d6f8e65a44e99f97da3236241	1	10	e9f3dd6bcdc310dc
0194a15658e15953f779d436681f1199	1	10	c9a1228b84f1cc2b
01950351dd73990085d75e125b1551de	1	10	cf38df22a3ab7038
0195cb8a6b36b6e6fe6b23365828e198	1	10	4dfeff26e99003d6
01966a0fc52b2200a13f5f835275a919	1	10	ba37928347fc6f6f
01979ca4966cc363ec3caeebd8d3fc31	1	10	40fa08e76d139096
019dc69c96737c3d62696c9acf3edf1b	1	10	NA
01a160920ac2891c97339805cb3093b1	1	10	efa03395cc650fbb
01a2e098e96522a52a76c783a5b0b587	1	10	df4b732f7c3973d2
01a74343f618546e9ad2a60849140317	1	10	NA
01a7a38902771cf5e7f37b7e0275b0fb	1	10	bd9208033eed3f4c
01a82297e8d8f68eeeb26329d1bf26c2	1	10	eb7c5554dc2a9727
01af042093bf36119811b6e658e7a231	1	10	d3d39f0d909d600c
01b105afb0dcb7a28cfe775c98b6ee00	1	10	11047a6c87add7fb
01b4cb9b343aef8334f5d22e4d8f0380	1	10	2df2c77133e40997
01bc467c0134087a88cb308e5fb259ec	1	10	9cf579b18565cf43
01bc4d75a43a8293132d0be627341207	1	10	7386ec8aff3acd96
01bd0865ab694bc71d80b7d285d5777d	1	10	8c5918c3f1c4b023
01c09bcfbd1f9c2cf781d37abdfc7473	1	10	b4ad67e56b30f7a3
01c48559d4870a5f3216291060fbeb39	1	10	9158436f5f0b52e0
01c64036a1e08f96e79e92d72cb8626c	1	10	5056b51479c9b90f
01cced75cb378574bc849f76e909c94f	1	10	66fee5049e14f612
01cf0326d2ab46b71fe4e2eac97b2b18	1	10	c55f683c8c1796b0
01d037bf22a943430790eedd667f415e	1	10	dd4728a60832bdc6
01d12e6a44b845def1455663b490d7cc	1	10	70181b1db9d0b88a
01d142c43f3ce9a8c5ef7a1ecdbb6cba	1	10	085de2d984551b62
01d494c2afa4960a236bf8412e2bd08a	1	10	7af05ab249c44cfb
01d55a3ba267f6b2a2911c9239f2bd31	1	10	a1bed2e9eca65e0e
01d7029fd605b0f8aa31ce2260b9f874	1	10	045fa00c849364be
01da0d23a7273b00c0252c1ca964444f	1	10	c7c461d041d1e9d0
01db0170c4c634550cc710a645093cfb	1	10	647c20abd9387997
01dd5feb463fa80f73809718f6ff735b	1	10	6edf1b13622fc83a
01df60e0a1690421fa6d8e73358af751	1	10	fdd21a5ad94b149d
01e407c1be777e7a6bff6f69c871191e	1	10	b4dbf78caeead1c6
01e457295031b531787c8f092a9487f1	1	10	e1f5ab3b63da5354
01e460fb1710367a663ab3f7274270db	1	10	4740d91c67282eb1
01e6b02d61a5105f4cc4d1275e4ee626	1	10	2c08e50fef0b4ec8
01e7e51d745a9ffd5d8c0d4be157a6ea	1	10	764966a5b1eb4986
01efd93e498fa0aa8b15a225c0222824	1	10	46caa43f4f631729
01f6f378126fba702bfdca976b9ae406	1	10	c71ffc9fa415d2a8
01fb606163f23f52d676aa4f46b4381a	1	10	d354d2758dcee76a
02009b14e291072e12a5b27dffdf5a7b	1	10	4e20218bc5b589dd
0202cc5d16223bceb61e66cc4d7168f7	1	10	2bebbfbf996c7db7
0202d973562cc1efd380b93faf711df3	1	10	ed452837eec5d553
02039a75cd47093fce9f1af3ab61a5e8	1	10	91c19ce20e51a633
0205c97b33f228ca830b36156eae9bc9	1	10	52136359907157df
0205e0724a8a912dde9ad7dfba2aee0b	1	10	199fae6b13e1e3ce
02066c116dbacc40ec5cca2067db26c0	1	10	f42448e1b4ca8033
020bb8e3ad83c3e377648b6103c6fb4a	1	10	2111d737b9c26162
020c63aa1ae5c6fe7aeb8e2fbef99a3c	1	10	NA
021331d523ad3092616ff99cf0c6c355	1	10	10cc0adab38438ae
021686368317a35103f1f671f783d958	1	10	NA
0216f9d35f2b695b904fffb312e3e611	1	10	b123b4c744772a7d
02189c82c0395b9968ecb32895bc73c2	1	10	8c687c9d430489eb
02197ec055ea06c347bf1c6ceb6facf7	1	10	fc3073bb282cd31b
02223564bd2f5c20768e63cf28c785e3	1	10	e247e65e3dd3c96d
02257f12aa71e6622d2bf4d0f7111ebf	1	10	a4db4ad64215cd0b
0225fa9581c622e5abbc8497a97edf4e	1	10	a9b0da3e51476b59
0227c865edaeda75e13eea36d57b7eed	1	10	9e96322bbce5fcac
022b841952d37f0d6a0d050c9b4b0071	1	10	ac572ab336ef412c
022d902dc901cc9dbcb9e9af8b6728e2	1	10	e99b6b6a54cdb235
022d99ed11a6bbad03a8d07be558411b	1	10	826cccec14c9cbc5
022dc7e9935f3570c088db58bd84b2c6	1	10	f00361e3b0461b42
022e05157f3057a9888a85eb94a26d3a	1	10	c947c43e9b4610e8
022fd6b1d5a66e11de5fdb58d51db99c	1	10	b74e967db4f6717e
0230774d18baa0fb8e3267dcac0014f3	1	10	e92eae689851e031
0232a4f59601e7a78fa29e06d5091764	1	10	1acf3c19b634b6b9
02393be00525d205cbe0b6ca8ed22f48	1	10	fb8c30dc72c31264
023e522c9160d4d1584c5ce1a6ce48d1	1	10	254047c07e945ac4
02404a08ea36dd43362bbddc578c839d	1	10	28eea27fdc13f5ea
0240f5bddc39ad2f0a786c811fc434a8	1	10	5016422244e54984
0241f35c5752768d2b0580533d143a14	1	10	4a89cdf278213e59
0246c609c3a0f893028313b2291dac7c	1	10	8a4a6dfea848887c
024750eb1d45dbe3c081ff3372fff5be	1	10	5f457b6a8a8fa5d0
024af9416f8c1dad1b4f974757e38d51	1	10	7a96312919071d56
024bff5f92c610e530b3756f2ccb037d	1	10	7593c80c9e51ebd9
024d71cebfe2f5c3b574e2482b2c7b66	1	10	be3f25c8dc8a8444
024ea469a7c368eadf441544cae9f90c	1	10	5af0a36aea487bc9
02505bcdae17368b0b44efe673160eda	1	10	211b194c2f7079cc
0257941d88a81ef2839a94587d03e87f	1	10	a0d5e3cff3894a4c
025890af6c6f91ea4e405dbccab6be90	1	10	NA
025b05bcc900fa8e2675ba23c6e6d454	1	10	d5b303befbbfba45
025b4355cf82995a0c901b109bb2be55	1	10	57c088cd7994d05d
025fe6b9b2e74c53011badb9f2c79976	1	10	4e501dbb9b2d92f2
02609dfe236c0c2beeac79e61cbe6151	1	10	5c7c4b3e2ea5b1f0
0261b44c278c36459061c368aa00575a	1	10	d99881664673bfaa
02627689047d06fbb642eef14768d751	1	10	f389235f8fa1ad79
0262e0507796703aeed95b8eb6346828	1	10	6742c782e663556b
0265448c232e3a25aa5bcd29b1b14567	1	10	c73039b62c229871
026697efcbda72c2263c11b12cd22677	1	10	419b8743b8ef20ba
026c28cff76457b2fa8eba99520a0f9a	1	10	f766cf53c9f03b7e
026d5d5889dc62956ad30fa3a6ed61e4	1	10	f2e3292ef8a1cbf3
0272edf70e38a36b32b924ceb16c7156	1	10	ae4e74114316a021
027330866147a897c5c9b5d4d47d28cb	1	10	4428c35c30a4c454
0275407378707ad9eed2f8b30386a789	1	10	b66f270678910f59
027761d107a7927810afd569bfd81a4e	1	10	ac208b95927753be
0278eee117c3821771e2d18d710a89ad	1	10	d1edc347e82d5a40
027b35979bc619b89cad395d958b3270	1	10	4ffe5efa3c481038
027dd75e80e8fd4374ed8eec187f956a	1	10	ffa9dfc737c395bc
0286e90d6f0176c6f49ca4b6d0c08dff	1	10	0facf1a9d5176731
028d0cc7af63e9bba5795f20e24db4f6	1	10	58b9539479ae9427
028d1cef617dc62904ce9a7718081d4b	1	10	9f0ea1f39792ae3c
0291268a34c2d681dbed04f2c169fa9f	1	10	NA
0294158664d9ada36bd23fbb652cb823	1	10	2cffdc2074fc8994
029769d31380aed4e9915d27c73d18d6	1	10	682cac0e87ddf153
0297c2a35f116ffd5382aea5b421e6df	1	10	2af61969f234f478
0299da6b2088736e46a6ebf067804596	1	10	9ccd5dbdd4986645
029a78f54a28bab5de0ac9ea07823e74	1	10	8b46dd90c3045d15
029cf5345cbde37e75d11fe7c9f07ded	1	10	d5f59e614acb74fe
029ef821bff942b1be483e35b4256d79	1	10	NA
029f943a34e4b12fa59c6a3664e481bb	1	10	6565d6c6f39dab58
02a5d44d0559dc046e591dd8c10f2c10	1	10	eccf788b45f66edf
02aa8df7d5f231c1fa8c138bf71881b8	1	10	309f08db53b95b6c
02aab5b634bc3b1de8567a15f468dd53	1	10	9b74d450a2a192a9
02abb73bd8e7095a9f18f82d8239eb97	1	10	44e33f092c7b2631
02ad1665470545464a4d28a0d4b94570	1	10	5f52eb87ce4128c4
02ad294c09a41578dac649a64b6aadd6	1	10	3b7c473e78022995
02ae49a7f45355f52f90208a8ba5164d	1	10	1b31a312ca460cf8
02ae8832f0c2821eef1e72d3df540a22	1	10	6bc5fb312cf624a2
02b0ba33fc854c843c151f951be44010	1	10	e9bea4150fc7acee
02b385a378c232c0671c7ccae533ddfb	1	10	9cd8973e6a681afe
02b3ef3c69fd77ed8ef830f4256b0022	1	10	e8aa3f578791c9bd
02b60dfe8004125530bfd1b4d055dc6b	1	10	e80db114e85ec596
02b69d0e5c2b68d5c3d650164b6c277d	1	10	11a8f228befea176
02bc149bbe801807912f651c7bad3e74	1	10	d97ed943eac61d18
02c18b0862662b066404f55c815e459b	1	10	d31c9cdc41e02f70
02c1c6307289afd9f6ac81979b251df2	1	10	52a82698d8843731
02c1d1c6fb0c6558032f7b5f115702cf	1	10	28d4d358696672e6
02c23ebafea72bcb7135ab806aa3e1a6	1	10	bcbe2e45a515ddc9
02c3dfc0e9c16c69a66b5b7412e512ef	1	10	6554af834b16953c
02c3f1d24074cba45a64d0b4b5aa0238	1	10	628cd7041d79baa8
02c6fe8483e4f4474b7ac9731772535d	1	10	NA
02cba4bd89eb7ecbf0f063c4c4fef7d6	1	10	7d05489b75556321
02ce47de081045ece3d651b805235346	1	10	fafecf454771ef88
02cf287a41c2cc7a79c682495df002d4	1	10	03c5e275dc3b5413
02cf500db31aa951989bf4947d9165e5	1	10	1f4748a553494143
02cfa5a71b5c89a1b10b5f5a5221ed05	1	10	NA
02cff9bea08ed95b701d23e743e2ce13	1	10	842c2888df124709
02d15c71f00ba4808c8efff0ed6d71ce	1	10	782139d4fb9af9cf
02d4f72ae5dd9be8edcd3bff7e63f8ad	1	10	f6d8258163f4f748
02d8847ee38504792705d794eb93e9a7	1	10	c9b8b08d2c5d4a21
02d8ce98d8be14b6cb115dd4752d7c09	1	10	b05c132f4b193d78
02da8e9305ee7b4ad33c348f46afebea	1	10	881a3942104988d5
02de69784e1bd36ed3ac1a0a7371fad0	1	10	d7eea0aa5bd86be2
02e336c79a69ddf2e868232321abd154	1	10	0e8e6ffbf11bd1b2
02e4f23ed59566d343b605dc2cc30a01	1	10	NA
02e781d6f1761a8135a599de8c34bc88	1	10	84d6bf002b8ea44a
02ee4550987a8545d00d0ad14d4b215c	1	10	61bfb4b0a73454bb
02eef920cd1aab9ef3492fe27bf515c4	1	10	685af1b4fd1e8cf5
02eff2cc9db1e6abe53e55e9e3f5277f	1	10	d044e318f429fd7c
02f019f0a4040c0f9b52cd910997a362	1	10	0685fb9abffaa552
02f2343e32f9070f149708d77556b4aa	1	10	NA
02f3a178829aa3838b2ad9a14f986913	1	10	73f24a60366e23d9
02f3e7cd5ffb56be6f619896a40fd628	1	10	7fcfa230ca26223d
02f6ca52f1ada872d82035088701b66a	1	10	NA
02fe323166b147f507e045f04062854d	1	10	afcf0d0c2c2028d2
02ff9a8d99be52af14523c433e6caff4	1	10	acd330b11c1019ab
0300d80a6c897c389a07ee4bcf3e926c	1	10	2d2d4d6703c1da68
03041657b7177746724b819433c83b20	1	10	81fab122e5336e12
03083b81684212efcf3f415df0127130	1	10	e47a8ac61dd79e5b
0309535f129965796de4193e1605bfa9	1	10	55b2196679dc4719
0309ea422084568c2b4df13b32094380	1	10	ac137290758e6002
030ae49b1ccd2bdce8a35ae95997bdca	1	10	86d8935a138204e3
030f36e3ef0e56533706d6c1b4fd31e1	1	10	c5071201bda8c553
0313ef9736992ac0bef42713aedf8a1f	1	10	40184b9e1277fe80
0316093cadcfd18a4e30b7974e62fecd	1	10	NA
031757c0a6797eddf3e84bcefbbdb753	1	10	NA
031a9d2143b30c6682f1f8fe23526804	1	10	a52370dce1b953b6
031c116d206f65d7c267d30108cd00a0	1	10	4fe7f741660dbabd
031c99d72be38eedacc8b402784e9821	1	10	7470bd546731a368
031daf860acbce867db7559c74bb1c60	1	10	997fe8da55d67c6a
031f2533749fafff58983d342f8c7ee3	1	10	7d2a750b5e29a0cc
0320af21bba8b8cd940a95277377803d	1	10	60570672798279c7
032117a0ac42531420174f9b1234b6de	1	10	1f344454a455d178
0321654854668173ef9983b879622722	1	10	598b79dce8670640
032172c44f98289cf10e06ffeaf7745b	1	10	a4ca4e9e27d6f75c
0325f5bdfff16d1756f786bfdccd2d26	1	10	2e5bfb9a3418701d
0327aa4bd6b07b94d14e53efc57d0d00	1	10	43bf01b3dc5d46d0
032941f5f28c9ac53fa1c80d35f3206f	1	10	NA
03332c1d032fcd09f91254199387215a	1	10	dc88c1bb59138ffe
033560dbd1b4d3545b4b40ef90aaaa29	1	10	fd8076d42b92d134
0336f81b60baac5b8f481dd3c32861a5	1	10	b441e533014df678
033743e540b7f6e2114a3e6981558795	1	10	c84821e9e01b2889
03385e315b37cbb189ab45f90acf5af0	1	10	1498d3461933453d
033b0be3724bb9a94ffbce3d0901db59	1	10	25c65084aa44ba58
033bdaf71d51a1645014a54ea614312f	1	10	39ac489f4de99a55
033d611722714d5206cc0184479e92e2	1	10	93025c7f1e7d8119
033f38da07bdbbad4763eaf1fe97ce37	1	10	68262edd02804e18
034619cf0ad20017ed9dd5f88caacae6	1	10	14fdde7befcab284
0346be00d2d7d3393d134d8be1138c45	1	10	1f35eba8a660f460
03475e329b9fbc8246a09a4f888f9023	1	10	NA
0350d0a0f0922b1184d3183ae3d58f4b	1	10	58ee5985952aa841
0358188e041daccdd2fad07e1188f28c	1	10	dce3333bbed9093e
0359596347daa117da50950748bc06d1	1	10	6e05b175800a9216
035c200bbf0a783e4ec9656cfa9b2f68	1	10	2690387fc3fd8829
035c23ef8339c6d16ecd45601af8a589	1	10	a5c2e05ce610aad4
036126151ea302c37e340f6552777678	1	10	15fde020020a67d7
03645a35cda06bab02dd280017fa8c3f	1	10	29d27f63614a49fe
0365db8065a89550e1ba73d86ec48cc2	1	10	e095636e44c491de
0369497a41c3914b796cb81e64dd2e55	1	10	NA
0369d8788498fe92e8337f326a929367	1	10	ab469c271d4a5bcb
036b541db9d0839b0591d408ff4f77ae	1	10	ac3068026b1a9fb0
036bb9f40335cf9c6bb167e8c3703926	1	10	ee9eba1b390f5b2a
036bbc647cdc27d4ca455cd3cf311262	1	10	7544acd1de5d6087
037030471a83c04cf17c7cdbc8236e83	1	10	be9cd9c7be2cdcd2
0379936c75c225f1a9a113762b019da6	1	10	3795ebb79e41d078
037a2d470c1c9727d55d5d947dd8394c	1	10	f7231be80cf90a11
037a652d6e4bea27881073be25176934	1	10	0f17e2cafb55dbbd
037c423f56548082b1935e88c48ffdda	1	10	acb904083481d18a
037cdc23d5ce303ee466680f4fdfe1fc	1	10	f03e342246751a41
037d21e060a2e3eab8b080aa84ceee75	1	10	a03f7449ad12bea6
0380d80ca292251e5afcf16c65707eb5	1	10	91aab641bbc7c4b7
0381d8662f1fbc50581c54921a178b0a	1	10	c30b5068a60d4697
03873e44115e30db6c3ccc2941c14101	1	10	95b5f9e7b4a0e430
