ID	k	max_iters	wlhash
001344c9b3cb1626af1c7c35155cf26a	1	8	8eaae996ef5625ab
001344c9b3cb1626af1c7c35155cf26a	1	9	59fe9129ff3da6cc
001344c9b3cb1626af1c7c35155cf26a	1	10	08cf71aae7bfcf4e
001344c9b3cb1626af1c7c35155cf26a	1	15	95227c096b9f37cf
001344c9b3cb1626af1c7c35155cf26a	1	25	163cf0f93a20119a
001344c9b3cb1626af1c7c35155cf26a	1	50	NA
001344c9b3cb1626af1c7c35155cf26a	1	100	NA
0020aa0c69379226948904ad455b6c09	1	1	0f23b82a146074a3
0020aa0c69379226948904ad455b6c09	1	2	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	3	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	4	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	5	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	6	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	7	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	8	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	9	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	10	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	15	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	25	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	50	f6267df96b60e91b
0020aa0c69379226948904ad455b6c09	1	100	f6267df96b60e91b
00213e27dabcf679205144f3dde5d37e	1	1	f6ce451e2b8d4a75
00213e27dabcf679205144f3dde5d37e	1	2	4aa8ac51a431b288
00213e27dabcf679205144f3dde5d37e	1	3	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	4	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	5	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	6	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	7	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	8	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	9	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	10	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	15	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	25	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	50	725a3d82b6906ed7
00213e27dabcf679205144f3dde5d37e	1	100	725a3d82b6906ed7
0022f125b13bd7ccc91e793431c67a52	1	1	c8990340ae978706
0022f125b13bd7ccc91e793431c67a52	1	2	76d919ec1c1a87a6
0022f125b13bd7ccc91e793431c67a52	1	3	d77112219bd1b3f1
0022f125b13bd7ccc91e793431c67a52	1	4	ca04d5ecc6bee092
0022f125b13bd7ccc91e793431c67a52	1	5	5b79656806d502c8
0022f125b13bd7ccc91e793431c67a52	1	6	78dbc90865c2abb7
0022f125b13bd7ccc91e793431c67a52	1	7	fab7942a462ebbed
0022f125b13bd7ccc91e793431c67a52	1	8	5674d66708416106
0022f125b13bd7ccc91e793431c67a52	1	9	e8e9428a4ec01848
0022f125b13bd7ccc91e793431c67a52	1	10	e8e9428a4ec01848
0022f125b13bd7ccc91e793431c67a52	1	15	e8e9428a4ec01848
0022f125b13bd7ccc91e793431c67a52	1	25	e8e9428a4ec01848
0022f125b13bd7ccc91e793431c67a52	1	50	e8e9428a4ec01848
0022f125b13bd7ccc91e793431c67a52	1	100	e8e9428a4ec01848
0025a06f00f6e467f7cf4ef9e649b2a7	1	1	d09ef9a9dd45b958
0025a06f00f6e467f7cf4ef9e649b2a7	1	2	89894f964f1bb1c2
0025a06f00f6e467f7cf4ef9e649b2a7	1	3	7ed8d92991c87dc7
0025a06f00f6e467f7cf4ef9e649b2a7	1	4	dd47ec1a70232a7b
0025a06f00f6e467f7cf4ef9e649b2a7	1	5	cd1f37369eab5598
0025a06f00f6e467f7cf4ef9e649b2a7	1	6	65e73ba65ce4b68f
0025a06f00f6e467f7cf4ef9e649b2a7	1	7	1d52f57ec38afaed
0025a06f00f6e467f7cf4ef9e649b2a7	1	8	b653214101e0f8c4
0025a06f00f6e467f7cf4ef9e649b2a7	1	9	b5a6f716034aff97
0025a06f00f6e467f7cf4ef9e649b2a7	1	10	b150126cdb0fbf86
0025a06f00f6e467f7cf4ef9e649b2a7	1	15	2f15491349ab97f7
0025a06f00f6e467f7cf4ef9e649b2a7	1	25	fb5bad23ad6507ef
0025a06f00f6e467f7cf4ef9e649b2a7	1	50	174bddfb7e90a9e8
0025a06f00f6e467f7cf4ef9e649b2a7	1	100	174bddfb7e90a9e8
00260e67c792062bc3e10e6b94522101	1	1	da3248816c9a797e
00260e67c792062bc3e10e6b94522101	1	2	bbe5ab2036c253fa
00260e67c792062bc3e10e6b94522101	1	3	37728455c88454e6
00260e67c792062bc3e10e6b94522101	1	4	73ff46e3febd6b88
00260e67c792062bc3e10e6b94522101	1	5	cb4bd173a0e9a1ad
00260e67c792062bc3e10e6b94522101	1	6	8cf5ff6d86b782d3
00260e67c792062bc3e10e6b94522101	1	7	ef86a9ef47c95a23
00260e67c792062bc3e10e6b94522101	1	8	fb492d3933f8dd28
00260e67c792062bc3e10e6b94522101	1	9	b7d0e90c3c8e980d
00260e67c792062bc3e10e6b94522101	1	10	bec83da3d02a96eb
00260e67c792062bc3e10e6b94522101	1	15	fd5f0bdb44d4d30e
00260e67c792062bc3e10e6b94522101	1	25	ee5166cd0d3ebb4f
00260e67c792062bc3e10e6b94522101	1	50	ee5166cd0d3ebb4f
00260e67c792062bc3e10e6b94522101	1	100	ee5166cd0d3ebb4f
0026aaf8bbf2df73cb5db34a7b7a7a04	1	1	5da8042e41c6ba13
0026aaf8bbf2df73cb5db34a7b7a7a04	1	2	72394f3f2a4c0cc4
0026aaf8bbf2df73cb5db34a7b7a7a04	1	3	8bf4f940d7adf2b9
0026aaf8bbf2df73cb5db34a7b7a7a04	1	4	2214df4a533063da
0026aaf8bbf2df73cb5db34a7b7a7a04	1	5	eaa67ee26c40df4f
0026aaf8bbf2df73cb5db34a7b7a7a04	1	6	06443571806139b8
0026aaf8bbf2df73cb5db34a7b7a7a04	1	7	b430486109566ed2
0026aaf8bbf2df73cb5db34a7b7a7a04	1	8	190e6eba10ab1c73
0026aaf8bbf2df73cb5db34a7b7a7a04	1	9	f179cab97fcad642
0026aaf8bbf2df73cb5db34a7b7a7a04	1	10	40d2a4525723e9e6
0026aaf8bbf2df73cb5db34a7b7a7a04	1	15	e19f4a39cffcdf1b
0026aaf8bbf2df73cb5db34a7b7a7a04	1	25	0836ec2d0e242142
0026aaf8bbf2df73cb5db34a7b7a7a04	1	50	0836ec2d0e242142
0026aaf8bbf2df73cb5db34a7b7a7a04	1	100	0836ec2d0e242142
00274d0721d26f867b2573377712cac9	1	1	c25b43f494d0dc02
00274d0721d26f867b2573377712cac9	1	2	bc6578c236662582
00274d0721d26f867b2573377712cac9	1	3	aaddf389fbeb2c6d
00274d0721d26f867b2573377712cac9	1	4	802e9f619baf8632
00274d0721d26f867b2573377712cac9	1	5	d9cd660df02bed75
00274d0721d26f867b2573377712cac9	1	6	434762dd0b566834
00274d0721d26f867b2573377712cac9	1	7	2a6ff57a830bb6fb
00274d0721d26f867b2573377712cac9	1	8	475ff72720ca448e
00274d0721d26f867b2573377712cac9	1	9	14535b0292e948b0
00274d0721d26f867b2573377712cac9	1	10	96f46300c7fc0bd5
00274d0721d26f867b2573377712cac9	1	15	bb721259c52b6dc7
00274d0721d26f867b2573377712cac9	1	25	bb721259c52b6dc7
00274d0721d26f867b2573377712cac9	1	50	bb721259c52b6dc7
00274d0721d26f867b2573377712cac9	1	100	bb721259c52b6dc7
00275f3018d50ba38867268739dfc44f	1	1	58fd4c06589a12c8
00275f3018d50ba38867268739dfc44f	1	2	e31a646d15a79268
00275f3018d50ba38867268739dfc44f	1	3	fd1d45cb68a4dc8c
00275f3018d50ba38867268739dfc44f	1	4	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	5	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	6	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	7	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	8	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	9	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	10	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	15	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	25	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	50	4d83c52ffc921992
00275f3018d50ba38867268739dfc44f	1	100	4d83c52ffc921992
002a0330958a14deb23dcc84b5489e8a	1	1	549e35eb57d034e6
002a0330958a14deb23dcc84b5489e8a	1	2	83451506fc0983c3
002a0330958a14deb23dcc84b5489e8a	1	3	e7c51f291d861ecd
002a0330958a14deb23dcc84b5489e8a	1	4	6d82b1833891484d
002a0330958a14deb23dcc84b5489e8a	1	5	9443f3b45ef5db73
002a0330958a14deb23dcc84b5489e8a	1	6	76d29f231cf2298f
002a0330958a14deb23dcc84b5489e8a	1	7	ea2c5a23f2e4f16b
002a0330958a14deb23dcc84b5489e8a	1	8	c23edf128511b9d4
002a0330958a14deb23dcc84b5489e8a	1	9	00d2449960c38e08
002a0330958a14deb23dcc84b5489e8a	1	10	b041ad9f3654ce70
002a0330958a14deb23dcc84b5489e8a	1	15	48af13ad556eabee
002a0330958a14deb23dcc84b5489e8a	1	25	837c9e3ede6183cf
002a0330958a14deb23dcc84b5489e8a	1	50	d06e202ac3188573
002a0330958a14deb23dcc84b5489e8a	1	100	97d4c62046a08da1
002bed2572e6e326815e674f288de8b4	1	1	4caf7e0c60171867
002bed2572e6e326815e674f288de8b4	1	2	f34797e740024ae5
002bed2572e6e326815e674f288de8b4	1	3	cd48a00808feb37a
002bed2572e6e326815e674f288de8b4	1	4	446ae484239c9f95
002bed2572e6e326815e674f288de8b4	1	5	c267d7e63377fe62
002bed2572e6e326815e674f288de8b4	1	6	f5137abfb998eb2d
002bed2572e6e326815e674f288de8b4	1	7	1b984f6d54dea26b
002bed2572e6e326815e674f288de8b4	1	8	f65982e73791f0ae
002bed2572e6e326815e674f288de8b4	1	9	c100ea05a66fc291
002bed2572e6e326815e674f288de8b4	1	10	94ab2394a261ee2a
002bed2572e6e326815e674f288de8b4	1	15	1d705632c068897c
002bed2572e6e326815e674f288de8b4	1	25	c7403847f987df53
002bed2572e6e326815e674f288de8b4	1	50	c7403847f987df53
002bed2572e6e326815e674f288de8b4	1	100	c7403847f987df53
003154fc91d34d29ec5cf93b0bc32143	1	1	70a0009da9c00c35
003154fc91d34d29ec5cf93b0bc32143	1	2	a2d00c83de4e117c
003154fc91d34d29ec5cf93b0bc32143	1	3	ea2367470aa71e1d
003154fc91d34d29ec5cf93b0bc32143	1	4	7eec0c60bc6d6365
003154fc91d34d29ec5cf93b0bc32143	1	5	317b6f1564aea20f
003154fc91d34d29ec5cf93b0bc32143	1	6	c6897af1ffe599d0
003154fc91d34d29ec5cf93b0bc32143	1	7	71af7aad674a9c4e
003154fc91d34d29ec5cf93b0bc32143	1	8	9d69999a879cd22b
003154fc91d34d29ec5cf93b0bc32143	1	9	31c148a3663ead72
003154fc91d34d29ec5cf93b0bc32143	1	10	f516603de39cbacc
003154fc91d34d29ec5cf93b0bc32143	1	15	684b50ed24e98c53
003154fc91d34d29ec5cf93b0bc32143	1	25	adad51daae68d3ee
003154fc91d34d29ec5cf93b0bc32143	1	50	adad51daae68d3ee
003154fc91d34d29ec5cf93b0bc32143	1	100	adad51daae68d3ee
00316e383123773ae35d3210f5396205	1	1	011d2a890575a2a6
00316e383123773ae35d3210f5396205	1	2	617a7e05ef5121da
00316e383123773ae35d3210f5396205	1	3	5020288de92f91b5
00316e383123773ae35d3210f5396205	1	4	97816664403306e1
00316e383123773ae35d3210f5396205	1	5	97816664403306e1
00316e383123773ae35d3210f5396205	1	6	97816664403306e1
00316e383123773ae35d3210f5396205	1	7	97816664403306e1
00316e383123773ae35d3210f5396205	1	8	97816664403306e1
00316e383123773ae35d3210f5396205	1	9	97816664403306e1
00316e383123773ae35d3210f5396205	1	10	97816664403306e1
00316e383123773ae35d3210f5396205	1	15	97816664403306e1
00316e383123773ae35d3210f5396205	1	25	97816664403306e1
00316e383123773ae35d3210f5396205	1	50	97816664403306e1
00316e383123773ae35d3210f5396205	1	100	97816664403306e1
0033baadbd48d3f880e9b5a733bd4950	1	1	003d733cb3644580
0033baadbd48d3f880e9b5a733bd4950	1	2	745a8aa5381bb45d
0033baadbd48d3f880e9b5a733bd4950	1	3	4fe598a32a0f5070
0033baadbd48d3f880e9b5a733bd4950	1	4	731b260888b9f085
0033baadbd48d3f880e9b5a733bd4950	1	5	c45707593f15650f
0033baadbd48d3f880e9b5a733bd4950	1	6	4d5eae6e3cd1a4d3
0033baadbd48d3f880e9b5a733bd4950	1	7	00b4f434254eda7a
0033baadbd48d3f880e9b5a733bd4950	1	8	39b578072d6e9d03
0033baadbd48d3f880e9b5a733bd4950	1	9	44cbcdec84ab96eb
0033baadbd48d3f880e9b5a733bd4950	1	10	44cbcdec84ab96eb
0033baadbd48d3f880e9b5a733bd4950	1	15	44cbcdec84ab96eb
0033baadbd48d3f880e9b5a733bd4950	1	25	44cbcdec84ab96eb
0033baadbd48d3f880e9b5a733bd4950	1	50	44cbcdec84ab96eb
0033baadbd48d3f880e9b5a733bd4950	1	100	44cbcdec84ab96eb
0035666407d4ccb5082630045d60a5fe	1	1	bab473836b70b802
0035666407d4ccb5082630045d60a5fe	1	2	cdbe4cad5bcd08ba
0035666407d4ccb5082630045d60a5fe	1	3	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	4	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	5	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	6	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	7	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	8	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	9	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	10	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	15	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	25	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	50	1fda578b3e158a24
0035666407d4ccb5082630045d60a5fe	1	100	1fda578b3e158a24
0038cea06eae4c3234b7bb65d9a8497c	1	1	08f784a165a4ddc2
0038cea06eae4c3234b7bb65d9a8497c	1	2	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	3	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	4	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	5	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	6	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	7	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	8	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	9	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	10	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	15	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	25	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	50	0ca81faed0b3a2bc
0038cea06eae4c3234b7bb65d9a8497c	1	100	0ca81faed0b3a2bc
003a77d2aa15a5f93aa2cfe79b986c9e	1	1	5959e55e387214c6
003a77d2aa15a5f93aa2cfe79b986c9e	1	2	f67abcd13add3533
003a77d2aa15a5f93aa2cfe79b986c9e	1	3	2f4dc7843db41ee6
003a77d2aa15a5f93aa2cfe79b986c9e	1	4	870a27836026b55a
003a77d2aa15a5f93aa2cfe79b986c9e	1	5	10238997109004fa
003a77d2aa15a5f93aa2cfe79b986c9e	1	6	10238997109004fa
003a77d2aa15a5f93aa2cfe79b986c9e	1	7	10238997109004fa
003a77d2aa15a5f93aa2cfe79b986c9e	1	8	10238997109004fa
003a77d2aa15a5f93aa2cfe79b986c9e	1	9	10238997109004fa
003a77d2aa15a5f93aa2cfe79b986c9e	1	10	10238997109004fa
003a77d2aa15a5f93aa2cfe79b986c9e	1	15	10238997109004fa
003a77d2aa15a5f93aa2cfe79b986c9e	1	25	10238997109004fa
003a77d2aa15a5f93aa2cfe79b986c9e	1	50	10238997109004fa
003a77d2aa15a5f93aa2cfe79b986c9e	1	100	10238997109004fa
003de2086be59a5fb7a7aaad0992cf47	1	1	6b22f3b2ab6ca338
003de2086be59a5fb7a7aaad0992cf47	1	2	bbcf96df18edc170
003de2086be59a5fb7a7aaad0992cf47	1	3	2ca0643598d47620
003de2086be59a5fb7a7aaad0992cf47	1	4	f745f47bffae5f01
003de2086be59a5fb7a7aaad0992cf47	1	5	32da9769cfa81b04
003de2086be59a5fb7a7aaad0992cf47	1	6	32da9769cfa81b04
003de2086be59a5fb7a7aaad0992cf47	1	7	32da9769cfa81b04
003de2086be59a5fb7a7aaad0992cf47	1	8	32da9769cfa81b04
003de2086be59a5fb7a7aaad0992cf47	1	9	32da9769cfa81b04
003de2086be59a5fb7a7aaad0992cf47	1	10	32da9769cfa81b04
003de2086be59a5fb7a7aaad0992cf47	1	15	32da9769cfa81b04
003de2086be59a5fb7a7aaad0992cf47	1	25	32da9769cfa81b04
003de2086be59a5fb7a7aaad0992cf47	1	50	32da9769cfa81b04
003de2086be59a5fb7a7aaad0992cf47	1	100	32da9769cfa81b04
003deabca05a76f3ee449221a80d8b62	1	1	63411ecb68b502ca
003deabca05a76f3ee449221a80d8b62	1	2	c259f899ceb4fdd9
003deabca05a76f3ee449221a80d8b62	1	3	6656d1b176302d50
003deabca05a76f3ee449221a80d8b62	1	4	71674aad60d75bf4
003deabca05a76f3ee449221a80d8b62	1	5	1ca3c925e2c7c2b9
003deabca05a76f3ee449221a80d8b62	1	6	51391747f778bf99
003deabca05a76f3ee449221a80d8b62	1	7	17176e8af82353a1
003deabca05a76f3ee449221a80d8b62	1	8	e28be2711ee60bf2
003deabca05a76f3ee449221a80d8b62	1	9	8cb03fe032413404
003deabca05a76f3ee449221a80d8b62	1	10	8b74ce99884fd36d
003deabca05a76f3ee449221a80d8b62	1	15	58dd151e1e77c514
003deabca05a76f3ee449221a80d8b62	1	25	69139516c3223899
003deabca05a76f3ee449221a80d8b62	1	50	69139516c3223899
003deabca05a76f3ee449221a80d8b62	1	100	69139516c3223899
0041051c73dcdd885d412a38e8b09fba	1	1	05290ba2ea1ee237
0041051c73dcdd885d412a38e8b09fba	1	2	0423dfb2394654f8
0041051c73dcdd885d412a38e8b09fba	1	3	134f235c2b2e4e8e
0041051c73dcdd885d412a38e8b09fba	1	4	970910c33418e399
