local	hash	isohash	family	result	track	clauses	variables	bytes	cls1	cls2	cls3	cls4	cls5	cls6	cls7	cls8	cls9	cls10p	horn	invhorn	positive	negative
/nfs/share/instances/gbd/cnf/004b0f451f7d96f6a572e9e76360f51a-spg_420_280.cnf.xz	004b0f451f7d96f6a572e9e76360f51a	8614f82909dc0eaab513724a4ecf9835	cellular-automata	unsat	anni_2022	3463100	674643	93154305	0	602493	1466473	829493	549907	14734	0	0	0	0	1646404	1342905	237160	528240
/nfs/share/instances/gbd/cnf/005093e294b0ed0f7b23f341ff68968b-55-115476.cnf.xz	005093e294b0ed0f7b23f341ff68968b	b21f609b4df1cc4005ff03168b39dddd	station-repacking	unknown	None	610850	27075	9370661	3	609591	1	1	4	2	0	9	5	1234	609594	1259	1259	609591
/nfs/share/instances/gbd/cnf/00547b9476397463c8220560aeeea086-bench_3250.smt2.cnf.xz	00547b9476397463c8220560aeeea086	7048a928cf30d19ea90bf3d1226af0b1	agile	sat	agile_2017	237920	66184	4569860	27	66447	166371	5069	0	0	0	4	0	2	115955	156700	45445	29596
/nfs/share/instances/gbd/cnf/005522cf558f9b77ed345a289384e191-unif-k3-r4.25-v420-c1785-S1394036608-091.cnf.xz	005522cf558f9b77ed345a289384e191	0b4af51b741fbb14bd00344a0cf306d5	uniform-random	unknown	random_2009	1785	420	26281	0	0	1785	0	0	0	0	0	0	0	880	905	249	213
/nfs/share/instances/gbd/cnf/00597fb425e994af7a9d224ef4d09fc4-41-118813.cnf.xz	00597fb425e994af7a9d224ef4d09fc4	3e16c3107f0876b1db6dc13f179964a2	station-repacking	unknown	None	679195	28641	10451926	3	677864	1	1	4	2	0	8	4	1308	677867	1331	1331	677864
/nfs/share/instances/gbd/cnf/0059d4b1cf79efbc6e6ed50caee0448e-4col220_9_1.shuffled.cnf.xz	0059d4b1cf79efbc6e6ed50caee0448e	5865199aa84abc74c6a4626dae53555a	coloring	sat	anni_2022	3966	440	75241	6	0	0	3960	0	0	0	0	0	0	1208	1208	228	226
/nfs/share/instances/gbd/cnf/005ccb378ced61c02105ed7ee0a62038-mm-2x2-5-0-s.1.shuffled-as.sat03-1496.cnf.xz	005ccb378ced61c02105ed7ee0a62038	9cc1026828eb0c34c158572ced7530ad	matrix-multiplication	unsat	anni_2022	32000	60	880640	0	0	0	0	1944	0	22680	0	2160	5216	1383	2290	403	219
/nfs/share/instances/gbd/cnf/005d76c0f37b33d8b752f7ebdd157a99-x9-05041.sat.sanitized.cnf.xz	005d76c0f37b33d8b752f7ebdd157a99	0075735c23a69c9898351ac443af5d3c	hamiltonian	unknown	submissions_2024	2253	250	26806	0	2053	0	53	94	53	0	0	0	0	2053	200	200	2053
/nfs/share/instances/gbd/cnf/00613b57720df18bec8d8dc68dc57a7b-51-135677.cnf.xz	00613b57720df18bec8d8dc68dc57a7b	bf482e8e134f686cb8d57bb4f1aa6799	station-repacking	unknown	None	756640	30429	11668943	3	755221	2	1	4	2	0	10	5	1392	755224	1419	1419	755221
/nfs/share/instances/gbd/cnf/006282ac3d0013b911249d14c326f53d-bench_5908.smt2.cnf.xz	006282ac3d0013b911249d14c326f53d	bd40bcc4daef04707a96e44a4eb0f14a	agile	unsat	agile_2016	16973	4913	263329	30	6865	9391	677	0	0	1	9	0	0	8700	11293	4615	1839
/nfs/share/instances/gbd/cnf/0062dc10471119b9e13da682216b190f-ex179_11.cnf.xz	0062dc10471119b9e13da682216b190f	7e2613987e25c3050afcd89a56b4afc4	tree-decomposition	sat	anni_2022	1735561	127037	36143236	1541	170913	834197	728910	0	0	0	0	0	0	641999	491864	246	46537
/nfs/share/instances/gbd/cnf/0064aa2e16c9d4b18d32a45d3073fce9-desmul.miter.used-as.sat04-330.cnf.xz	0064aa2e16c9d4b18d32a45d3073fce9	1e7e0203228fbd91f74db79d140099fc	miter	unsat	anni_2022	179895	28902	3949720	0	41362	84684	0	53848	0	0	0	0	1	48197	105262	46244	14440
/nfs/share/instances/gbd/cnf/0067d012901f358831afb6d6e5f83767-bench_13811.smt2.cnf.xz	0067d012901f358831afb6d6e5f83767	fbcb811266df25610bba15eddade86fd	agile	sat	agile_2017	1109409	318003	23051079	4748	378833	689156	35764	0	6	23	267	470	142	651300	646869	299664	83353
/nfs/share/instances/gbd/cnf/006be0fb3ae0a75aac0e386c2e6c4669-bench_501.smt2.cnf.xz	006be0fb3ae0a75aac0e386c2e6c4669	71e6e1d39c27648e0bbb09f85e7c3123	agile	sat	agile_2016	179968	50593	3389065	387	51921	123619	3977	0	5	1	50	0	8	89002	117367	36580	22200
/nfs/share/instances/gbd/cnf/006c57c6c09a6e4a4402f1dd264cab15-49-114312.cnf.xz	006c57c6c09a6e4a4402f1dd264cab15	c6d26e830f3069a857bcf1d65abe592e	station-repacking	unknown	None	615298	27251	9443678	3	614033	1	1	4	2	0	9	3	1242	614036	1265	1265	614033
/nfs/share/instances/gbd/cnf/006cc1f4e081e7fd96a50a2171792f21-54-87110.cnf.xz	006cc1f4e081e7fd96a50a2171792f21	dfd70d15b08fede08d51912e1b1341f5	station-repacking	unknown	None	349879	19672	5305900	3	348967	1	1	3	2	0	7	1	894	348970	912	912	348967
/nfs/share/instances/gbd/cnf/006da0e3f4ad5b1ecd3651e66dbea36d-52-89991.cnf.xz	006da0e3f4ad5b1ecd3651e66dbea36d	fb3d274bc265898c6be7acd3a26c97da	station-repacking	unknown	None	382609	20698	5812542	3	381654	1	0	3	2	0	6	0	940	381657	955	955	381654
/nfs/share/instances/gbd/cnf/006dcf7e3d0fa7c39b0f542ad0ec949e-UNSAT_P_sat_snake_p05.pddl_30.cnf.xz	006dcf7e3d0fa7c39b0f542ad0ec949e	1c04625e0d407e5572a1e49dfcf5bce8	planning	unsat	planning_2020	239054681	449048	4227570344	428	239029886	0	0	0	0	0	59	0	24308	239030314	6106692	196	232948398
/nfs/share/instances/gbd/cnf/006e293dfc476b21c246b963c6eb16b7-bench_2778.smt2.cnf.xz	006e293dfc476b21c246b963c6eb16b7	e783c7abe50390825c521d9adb1ad0f8	agile	sat	agile_2016	112560	32084	2054846	490	36575	72129	3291	0	2	67	2	0	4	62409	68038	28168	10315
/nfs/share/instances/gbd/cnf/0071b624d91ebe408b0585f8c4e34fd9-ctl_4291_567_7_unsat.cnf.xz	0071b624d91ebe408b0585f8c4e34fd9	ab1e93b4ab8be51c40a14b9543dd5c61	scheduling	unsat	anni_2022	154654	17850	3198392	0	32032	38441	84181	0	0	0	0	0	0	47601	47597	3648	3659
/nfs/share/instances/gbd/cnf/0072b0ce5c4ab8386763d10ef88f636e-49-118813.cnf.xz	0072b0ce5c4ab8386763d10ef88f636e	87e7af8fda89223e204d0171229619c4	station-repacking	unknown	None	648616	28081	9967425	3	647312	1	1	4	2	0	9	3	1281	647315	1304	1304	647312
/nfs/share/instances/gbd/cnf/0072b38614d34eb3c6ffc36aef13ee3a-60-116374.cnf.xz	0072b38614d34eb3c6ffc36aef13ee3a	0130801e6dc199e8b5fcfb813f6f7729	station-repacking	unknown	None	581068	26375	8913484	3	579843	1	1	3	2	0	8	3	1204	579846	1225	1225	579843
/nfs/share/instances/gbd/cnf/00784e1e1a9ae772aae7f33c1fa5fbe2-unif-k7-r85-v200-c17000-S266028630-005.cnf.xz	00784e1e1a9ae772aae7f33c1fa5fbe2	8152eb558f074c8088470f35bce4ed97	uniform-random	unknown	random_2009	17000	200	503336	0	0	0	0	0	0	17000	0	0	0	1033	1093	127	131
/nfs/share/instances/gbd/cnf/00847fca81490df01b9e239fd6027378-bench_1614.smt2.cnf.xz	00847fca81490df01b9e239fd6027378	570b13596b34c42f4f21c8830bf2a6c9	agile	sat	agile_2016	87531	25148	1577452	539	27713	56955	2266	0	2	50	4	0	2	46819	54701	20392	9172
/nfs/share/instances/gbd/cnf/0085c7242003811caf4b7eff64022e55-50-121857.cnf.xz	0085c7242003811caf4b7eff64022e55	1a7e89ef52d5a8988ea77b02ed7f30ef	station-repacking	unknown	None	738915	30116	11391945	3	737512	1	1	4	3	0	8	4	1379	737515	1403	1403	737512
/nfs/share/instances/gbd/cnf/008d1f79eec2b7712637e48aec7a63cd-53-105501.cnf.xz	008d1f79eec2b7712637e48aec7a63cd	1cf53ddb8e63e40181920c3b7980d77d	station-repacking	unknown	None	536507	25337	8217692	3	535337	1	1	3	2	0	8	2	1150	535340	1170	1170	535337
/nfs/share/instances/gbd/cnf/008d78352c3d630340e6a3ef0d7242d7-54-132166.cnf.xz	008d78352c3d630340e6a3ef0d7242d7	0ad5dd947099af3c0783274dd270672d	station-repacking	unknown	None	819124	31511	12644081	3	817657	1	1	3	2	0	9	4	1444	817660	1467	1467	817657
/nfs/share/instances/gbd/cnf/008e7716c69009090ff6bd0048dc55f8-SAT_dat.k10.cnf.xz	008e7716c69009090ff6bd0048dc55f8	be2f6ade7fb483507373d03afa16dca9	hardware-verification	unsat	anni_2022	207720	46169	4061570	148	84712	114816	155	294	11	1546	4486	0	1552	139105	127761	26186	20234
/nfs/share/instances/gbd/cnf/008fa3f37db9759dee825665e78e2e80-57-101750.cnf.xz	008fa3f37db9759dee825665e78e2e80	f88f8e340f859815fa59e35258b23019	station-repacking	unknown	None	471724	23581	7205637	3	470631	1	1	4	2	0	7	2	1073	470634	1093	1093	470631
/nfs/share/instances/gbd/cnf/0091ac9434f528a4007d82d2443d2dc9-ER_500_10_2.apx_2_DS-ST.cnf.xz	0091ac9434f528a4007d82d2443d2dc9	2596746a3a5a1a98e989221c8a2bf134	argumentation	unknown	submissions_2023	38698	1002	471615	1	38196	0	0	0	0	0	0	0	501	37696	25799	501	12900
/nfs/share/instances/gbd/cnf/0092f19206d4641caaa3a638914bee3f-51-106342.cnf.xz	0092f19206d4641caaa3a638914bee3f	a0d603e1998e9f10f0f64eb03cfe002b	station-repacking	unknown	None	517852	24875	7925826	3	516700	1	1	4	2	0	8	2	1131	516703	1152	1152	516700
/nfs/share/instances/gbd/cnf/0094d44002500c187e3c2d07a13bee7c-unif-k3-r4.25-v480-c2040-S926047226-039.cnf.xz	0094d44002500c187e3c2d07a13bee7c	db459329b26cef4c2cbd590442b6b877	uniform-random	unknown	random_2009	2040	480	30229	0	0	2040	0	0	0	0	0	0	0	1040	1000	254	250
/nfs/share/instances/gbd/cnf/009a4a6c23299b864508393ee726625a-bench_10899.smt2.cnf.xz	009a4a6c23299b864508393ee726625a	f2fb36d7d50cf535e66d9112f7ce8296	agile	unsat	agile_2016	16094	4665	248122	32	6615	8761	676	0	0	1	9	0	0	8342	10448	4740	1729
/nfs/share/instances/gbd/cnf/00a1604721e43896a93b5329e5b38af4-51-127798.cnf.xz	00a1604721e43896a93b5329e5b38af4	0cfbd3c5674cc518ec59cc385f71e49f	station-repacking	unknown	None	642113	27824	9864572	3	640819	1	1	4	2	0	10	4	1269	640822	1294	1294	640819
/nfs/share/instances/gbd/cnf/00a30fb1c0150fe3d6692afd2b220887-Break_triple_10_16.xml.cnf.xz	00a30fb1c0150fe3d6692afd2b220887	d3bca9554403ba14eb67668c5955d205	scheduling	sat	submissions_2022	28686	6443	409067	1	26468	1694	56	0	0	0	0	0	467	26249	11536	2420	15586
/nfs/share/instances/gbd/cnf/00a62eb89afbf27e1addf8f5c437da9b-ortholatin-7.cnf.xz	00a62eb89afbf27e1addf8f5c437da9b	0d70f59e9d0fbac87d26088a5f9a8812	unknown	sat	anni_2022	101038	6076	1497399	0	92610	245	686	0	49	7399	0	0	49	92904	17199	392	76832
/nfs/share/instances/gbd/cnf/00a981f385cd209d41e1efa1f5f29bac-ibm-2004-03-k70.cnf.xz	00a981f385cd209d41e1efa1f5f29bac	cec04e06ad991983108fe7ed0cd92fea	hardware-verification	sat	anni_2022	286405	69839	5158079	951	198973	59577	9369	5495	4414	2725	752	1154	2995	223385	215283	22034	27707
/nfs/share/instances/gbd/cnf/00ae4072f9b57d5d3cfe8919aff1b776-163.smt2.cnf.xz	00ae4072f9b57d5d3cfe8919aff1b776	fc97bd0ec4cb87b2f68aa86ced6b7939	bitvector	sat	None	4048674	1279524	83539105	121	2134278	1914275	0	0	0	0	0	0	0	2918172	2023057	591068	1298121
/nfs/share/instances/gbd/cnf/00aec3b2e38968bf8a922709e2acfccd-unif-k5-r20-v2000-c40000-S837431592-027-UNKNOWN.cnf.xz	00aec3b2e38968bf8a922709e2acfccd	46e8013cf9d4abccc77ac23ebae90828	uniform-random	unknown	random_2011	40000	2000	1068581	0	0	0	0	40000	0	0	0	0	0	7520	7570	1278	1219
/nfs/share/instances/gbd/cnf/00aefd1fc30c425075166ca051e57218-barman-pfile10-038.sas.ex.15.cnf.xz	00aefd1fc30c425075166ca051e57218	fdf55e1b02a137ed2884650e1b991092	planning	unsat	anni_2022	976656	430288	404779114	367	552383	125455	22262	8367	10922	7087	3076	2736	244001	552750	854048	367	122608
/nfs/share/instances/gbd/cnf/00b1c27aee52d6dd9e112fa55d4cc1ca-44-133937.cnf.xz	00b1c27aee52d6dd9e112fa55d4cc1ca	97955f61242534e7f83a587498330ff7	station-repacking	unknown	None	924336	33651	14297924	3	922772	1	1	5	2	0	9	2	1541	922775	1564	1564	922772
/nfs/share/instances/gbd/cnf/00b46ace235e3915a439c77a231a5657-TableSymModel_output_7_3_9.bul_.dimacs.cnf.xz	00b46ace235e3915a439c77a231a5657	ec7ff6e2dc7b5cbfac5fa6bbfbe4121c	social-golfer	sat	main_2023	70140	7182	1074390	21	55188	13230	1323	0	0	0	0	0	378	68439	5691	399	51219
/nfs/share/instances/gbd/cnf/00b9b467c26540853360491401da61a5-minand064.cnf.xz	00b9b467c26540853360491401da61a5	187460f08c94149081ab81130be5c5ce	bitvector	unsat	anni_2022	42956	14703	653012	2	28636	14318	0	0	0	0	0	0	0	29085	19566	9074	22943
/nfs/share/instances/gbd/cnf/00bb0b4ef28ed38c49de4c54b9fabc4d-25_2.cnf.xz	00bb0b4ef28ed38c49de4c54b9fabc4d	f5a9ab84b535fa44e91b7326cec9e453	cryptography-simon	sat	main_2023	13792	4128	220677	128	3264	10400	0	0	0	0	0	0	0	6592	10592	65	2463
/nfs/share/instances/gbd/cnf/00bbdbb1bc700e4c4ceb0d6e86e33c23-glassybp-v300-s1496080651.cnf.xz	00bbdbb1bc700e4c4ceb0d6e86e33c23	ed4d7d36d3f248f7bf8cba98c004bd01	glassy-gen	unknown	random_2002	1400	300	20166	0	0	1400	0	0	0	0	0	0	0	707	693	172	185
/nfs/share/instances/gbd/cnf/00be4c67683c8edeca138279e13942cb-52-139122.cnf.xz	00be4c67683c8edeca138279e13942cb	bd5a63b78505ee1e7a14d0ba36cbbda6	station-repacking	unknown	None	1090261	36972	16908407	3	1088542	1	1	6	3	0	9	6	1690	1088545	1719	1719	1088542
/nfs/share/instances/gbd/cnf/00be590675417eba2bb2585790ac392d-iso-brn008.shuffled-as.sat05-2933.cnf.xz	00be590675417eba2bb2585790ac392d	5bce323bf7c9cc5fa639c275deeeb53e	quasigroup-completion	sat	anni_2022	10265	1617	172559	118	1120	8577	53	55	57	113	102	16	54	5357	5226	1437	1350
/nfs/share/instances/gbd/cnf/00c4c1dfa04e7cd8b7abc80a4a4f7153-unif-k3-r4.26-v800-c3408-S1536861174-069.SATISFIABLE.cnf.xz	00c4c1dfa04e7cd8b7abc80a4a4f7153	fb641e4d952898b3cd2a4bc89136cfd5	uniform-random	sat	random_2011	3408	800	51528	0	0	3408	0	0	0	0	0	0	0	1730	1678	404	448
/nfs/share/instances/gbd/cnf/00d0eef039aa1f9cf1cf2647a58fe313-unif-k4-r9.121-v8800-c80265-S4104809886357711891.cnf.xz	00d0eef039aa1f9cf1cf2647a58fe313	50d41e6dc0691f590bb5921dcd7abf7d	uniform-random	unknown	random_2012	80265	8800	1886067	0	0	0	80265	0	0	0	0	0	0	24973	24974	4934	4957
/nfs/share/instances/gbd/cnf/00d1fe07ab948b348bb3fb423b1ef40d-lec_mult_KvW_12x11.sanitized.cnf.xz	00d1fe07ab948b348bb3fb423b1ef40d	5d3300b44d1cc6cbe479aaa9120248f1	miter	unsat	main_2024	15159	5068	217479	0	10044	5114	0	0	0	0	0	0	1	10771	7888	2227	6567
/nfs/share/instances/gbd/cnf/00d239e486137a4f7264adb4fb57d5ae-hwb-n24-01-S1048418025.shuffled-as.sat03-1617.cnf.xz	00d239e486137a4f7264adb4fb57d5ae	a207e99f5dcfe500129f591ecbc4568b	miter	unsat	anni_2022	774	162	11405	0	18	452	304	0	0	0	0	0	0	319	328	75	84
/nfs/share/instances/gbd/cnf/00d25e6106c5c09bb5d8d0f7eae7385a-54-106649.cnf.xz	00d25e6106c5c09bb5d8d0f7eae7385a	c8567ebc5cdaea08c7e4796d3759ed84	station-repacking	unknown	None	550261	25520	8432964	3	549081	1	1	3	2	0	7	4	1159	549084	1180	1180	549081
/nfs/share/instances/gbd/cnf/00d3338cd6cdfa099ff29f036c77d93d-sha256__zeroOut_17__freeIn_21__seed_1.cnf.xz	00d3338cd6cdfa099ff29f036c77d93d	572ec11b1a0c5b64909b3cec9d800157	cryptography	sat	None	618749	37633	23246918	2813	656	55024	120048	64368	60000	225600	90240	0	0	150221	140485	1343	8230
