ID	hash
00613b57720df18bec8d8dc68dc57a7b	07a1cca7dddadf93
006282ac3d0013b911249d14c326f53d	7e79b5c55fccd4ba
0062dc10471119b9e13da682216b190f	56166b87d5560ad6
0064aa2e16c9d4b18d32a45d3073fce9	efb6b8bb19903d17
0067d012901f358831afb6d6e5f83767	a1fda584ccf18c16
006be0fb3ae0a75aac0e386c2e6c4669	f7df5cf41fd236eb
006c57c6c09a6e4a4402f1dd264cab15	d8cef45a780c42a6
006cc1f4e081e7fd96a50a2171792f21	359e176f939f219f
006da0e3f4ad5b1ecd3651e66dbea36d	f0685d7bb5238864
006dcf7e3d0fa7c39b0f542ad0ec949e	NA
006e293dfc476b21c246b963c6eb16b7	25e691b383d6c1b4
0071b624d91ebe408b0585f8c4e34fd9	ee6a3f2cd719267d
0072b0ce5c4ab8386763d10ef88f636e	f3ab3e3a0060ea77
0072b38614d34eb3c6ffc36aef13ee3a	751e9df2a3179d39
00784e1e1a9ae772aae7f33c1fa5fbe2	998383920c60b7c1
00847fca81490df01b9e239fd6027378	31ff608632a916b8
0085c7242003811caf4b7eff64022e55	d8221075eaf928f3
008d1f79eec2b7712637e48aec7a63cd	d5f63868df583919
008d78352c3d630340e6a3ef0d7242d7	9c3b212d64ffe525
008e7716c69009090ff6bd0048dc55f8	3fe9cbe1d0a22d7e
008fa3f37db9759dee825665e78e2e80	0e3862b186bdd1fe
0091ac9434f528a4007d82d2443d2dc9	1b851a5f890f6693
0092f19206d4641caaa3a638914bee3f	33c573d2574470ef
0094d44002500c187e3c2d07a13bee7c	9e3f04d6e3209f5a
009a4a6c23299b864508393ee726625a	8d85b1d38551b9ed
00a1604721e43896a93b5329e5b38af4	d592d493fbfeb4de
00a30fb1c0150fe3d6692afd2b220887	0ca2c5343e042a37
00a62eb89afbf27e1addf8f5c437da9b	52e38304b110f611
00a981f385cd209d41e1efa1f5f29bac	b1a6b4e00ec0af84
00ae4072f9b57d5d3cfe8919aff1b776	9140a143899556bf
00aec3b2e38968bf8a922709e2acfccd	506e829d5167a566
00aefd1fc30c425075166ca051e57218	d08b1fcccc539f75
00b1c27aee52d6dd9e112fa55d4cc1ca	aa43d993e2a03534
00b46ace235e3915a439c77a231a5657	65276afdeb9dbfed
00b9b467c26540853360491401da61a5	c90bc58e45d8a8c7
00bb0b4ef28ed38c49de4c54b9fabc4d	1e3b35c4a6d195c3
00bbdbb1bc700e4c4ceb0d6e86e33c23	dff3ad32ca4ae8a7
00be4c67683c8edeca138279e13942cb	38d9904e7c3ea629
00be590675417eba2bb2585790ac392d	fac72a09d2852db3
00c4c1dfa04e7cd8b7abc80a4a4f7153	16f816e5ce5ee869
00d0eef039aa1f9cf1cf2647a58fe313	cbb078c981a112bd
00d1fe07ab948b348bb3fb423b1ef40d	fa36a192d8e04be5
00d239e486137a4f7264adb4fb57d5ae	134d44e7cddcca74
00d25e6106c5c09bb5d8d0f7eae7385a	7df33421c2592b8c
00d3338cd6cdfa099ff29f036c77d93d	d3e638f25b63a33f
00d41fe5805aef9e2e3b63e1d9497edf	baff8eb7fa0c1907
00d46b1518fddf95bc8ba424e1b5b77d	ac843f1f494598bf
00d5f0932042a96518b03e6fd2feaf48	fae9b994586caf82
00d74259dcca2176f1cd561f52bc0326	7c226ad058f4ee79
00df199d465391a52fc37b87f81a957f	38dcb24edf4710c1
00e010712b854966aa56caf9c9dc4696	9b4b200e010434d4
00e1e5a05ed04bcb437bd7fc57a88b7f	0853b4b156cf7915
00e289099ea9bcef6a056a8c8ba8a3c0	2d06553d3018012e
00e32767bee1894beb0b71867f279d36	49a268e0d7ea27d3
00e45ab8a1baf16155af6e59c3df5dbb	e4f468aaa0c20917
00e5aac4701e62ae50c9f1504057fce8	e5157f1751b3a67c
00e974264f8f9048b68c983f36643115	282af2c78d27a467
00ec2992d59f85705eb8e1f4f1e01b3d	8fb227c702d7a456
00ecd19c442956ff9a22584fd9bf439e	7ad51129dcc97ab5
00ee79ac35e86f955a633d339777cfd5	e108c92b5b8b8ee7
00f122e0bb11a9bf197002715699e204	814e71fe4c08fd11
00f2eb377986e7decbc863931680a3b2	13edb324e820059d
00f4aca773e5675f35263dcd46b15bde	3cad41670d26ddaa
00f88a15e12e7b364077c33125a35547	8100b7b8d4b5cb69
00f969737ba4338bd233cd3ed249bd55	b70c769cee09a523
00fefbd32304db604a87910d187e8365	4fc022933fa31ca2
0101d013a916d903e8e618d7db1edbb3	660093fcc66fd39c
01077fa04638a98befd66bff16f4accd	8de94658ce542ea2
01079ada0aa5a4f3bf4bb131b807eb38	ec2bf0aac45a772d
0107da33f8475f96dcaa3bd57e3cfb0f	f4f8a742c5ec8330
0107f34364dfff8ab062193b2c71b4de	dc13a2dae103c2fa
01092687660de604975b7e75932607b7	eb446b95246261d2
010a035bfd273b17438896d04f47b4be	265d5808fc482fba
010c2e0ca6399116d206100ca14aa880	256e3109bf222e13
010c9d7a6e9e6cac63f110915d9dd56e	d9010fd17cc35b59
010eb724ccc815100d40bcc948f9c598	42aaa08998678e1d
01135f7a79d555bd0406f00fac22cbe2	8460cec3122fe489
01136f74588604a67b5e5950a2525129	66ad8eeb84b3d97c
0113bc2aba73927ba3828baab15fb8c6	2adb989ee637b4d3
0114ad337fee86dfb02871d8a971b130	4b808edda9aded0d
0119a8fe54c110d927344cd950a43671	8cdf041cac7a51a1
01209700b6b45ca5fda7fbcb17765db1	37abf7953841893a
0121f7a2adac25bb3f01fb841fdce55f	80ab7191fc1c1fbf
01225987412b6f8423cc68be93385f6e	6d0cd515123f7a27
01243b47967a3d012ea22e993355c833	1ea48b28e590a20e
012a40c3c94a3f1701efa5e73611529c	ba365549e036ab02
012e56e8b23c29cb222b64bdeb523409	cff3d6b7324a45bd
01363e6edd7b668dcd8706534c4e1f4f	b0d7b161181e3678
0136adb99bdca756b28f8aca2bf8a1b3	566cfe0e8060f662
013a51ccada51812061ed2d6504e23a5	a3c1a747d73efc54
013eb6c4963e5a4724c4b34599f0bb64	aa167221a82b8ed6
013ed5a359706d5bc4ce7e2dac38bad8	864d080e9a4a261b
0141b82b3d2a411d8c2168119e2d7452	95003a9c079f0eab
014a36afe8dfc0c7cd6098f66fb8756a	9e145b40f68ec748
014eb73b695be1a41c61e15ca919f0f8	7f42738d87fba505
0151782431fa0ec1f855523721c52682	f6d00c5736ee940c
0151bedac526ee195bc52e4134cd80e7	bcf5f462fa3075ca
0151ced92d88d7b46424ccf1d26d7716	77afdcaab5a070a8
0152ba35c2942027426ebe4a074f5fdf	a2a1095396d72500
0152d286cde406747d179c36a95c2fdc	4b7d309b7bed084f
0154182ac2508df34a7bf7120a368e70	80927fdf7267451b
015a78f0b46546a98970be8f3101443c	fb0e903ac8399a93
015a8c86d53869abb26f9dbe4a5f1e54	33899ce1e9c634d0
01653db16d6cedc27f5314d680efc055	eed83e33a75c0e97
01657386753a1369dd286a3fee9062e4	eb07736e7c41a9e1
01665130994f549bc94ea4b1e91111cd	d29f2e5bf43d23fd
0167ead7da1e981805564ca981f64bea	b2da1b8a47cc319d
016ad2dcc5ac2bb3eb555f2a8a6e412b	528e160c648d2086
016c52d4105ea384ade3644ab71415c4	0f7acf93c17b6ec4
016fa607917cff1ece5bd5c624a49491	11ef5908d49c1bae
0174593b6652936010405e3f4b6799c1	20dd1e07b2e20d58
0176764afff2ea9f16a90fec9a516ed2	0b39d9077a557843
0177419016ca9d3abad0c15998bdf72f	337336934729d794
01796eb1fc5b82e2d36e60dacb631250	c84d727c09b7e64d
017ba03ed108f492c9293c7c95e5cae9	ae5c0254d8945727
017bba0f995e6d9921253e5a59521435	9b066926a388fc3e
017d217fc0568c83c47f2c35bb685481	c3857ce9533993c7
017fe0fa773f3213acb3fc70d12a0d5f	8062e297b3fd5f3b
01813075a2ddb68ae1fc655ca003437e	215ea9de73d73950
01843a0195183ca14246a88bf7bad482	2bdd65a51a271f8f
0184fc46a3e15163bf4f114a2689fe5c	cd4ff85dc7915f4e
018b45eea6e1db3dc076ce5650c1b33a	70057c9367b9e020
018baa8023b064875f9459bb4b164239	892ad6a82f5bc7dc
018e0d55855905e9914c4c1af52eea55	00e82f4ac2ba8f0d
019044d2c20a2f868da3325a8392ae49	a8094cada8958c06
0191a0bf3412ed407ba669f8d69081ee	e23431d9455eb06c
019312023ae44dd892cd3f62550aea6e	27b052fb62f40836
01933666e24a4fcb6240ce46b6160380	ea3c6fb3c2736620
0193bb2b5b7c07ad179001c34a885f6c	ed9554341608e745
01943b1d6f8e65a44e99f97da3236241	e9f3dd6bcdc310dc
0194a15658e15953f779d436681f1199	c9a1228b84f1cc2b
01950351dd73990085d75e125b1551de	cf38df22a3ab7038
0195cb8a6b36b6e6fe6b23365828e198	4dfeff26e99003d6
01966a0fc52b2200a13f5f835275a919	ba37928347fc6f6f
01979ca4966cc363ec3caeebd8d3fc31	40fa08e76d139096
019dc69c96737c3d62696c9acf3edf1b	fffd47f998c8cebe
01a160920ac2891c97339805cb3093b1	efa03395cc650fbb
01a2e098e96522a52a76c783a5b0b587	df4b732f7c3973d2
01a74343f618546e9ad2a60849140317	4acec3e51c150a10
01a7a38902771cf5e7f37b7e0275b0fb	bd9208033eed3f4c
01a82297e8d8f68eeeb26329d1bf26c2	eb7c5554dc2a9727
01af042093bf36119811b6e658e7a231	d3d39f0d909d600c
01b105afb0dcb7a28cfe775c98b6ee00	11047a6c87add7fb
01b4cb9b343aef8334f5d22e4d8f0380	2df2c77133e40997
01bc467c0134087a88cb308e5fb259ec	9cf579b18565cf43
01bc4d75a43a8293132d0be627341207	7386ec8aff3acd96
01bd0865ab694bc71d80b7d285d5777d	8c5918c3f1c4b023
01c09bcfbd1f9c2cf781d37abdfc7473	b4ad67e56b30f7a3
01c48559d4870a5f3216291060fbeb39	9158436f5f0b52e0
01c64036a1e08f96e79e92d72cb8626c	5056b51479c9b90f
01cced75cb378574bc849f76e909c94f	66fee5049e14f612
01cf0326d2ab46b71fe4e2eac97b2b18	c55f683c8c1796b0
01d037bf22a943430790eedd667f415e	dd4728a60832bdc6
01d12e6a44b845def1455663b490d7cc	70181b1db9d0b88a
01d142c43f3ce9a8c5ef7a1ecdbb6cba	085de2d984551b62
01d494c2afa4960a236bf8412e2bd08a	7af05ab249c44cfb
01d55a3ba267f6b2a2911c9239f2bd31	a1bed2e9eca65e0e
01d7029fd605b0f8aa31ce2260b9f874	045fa00c849364be
01da0d23a7273b00c0252c1ca964444f	c7c461d041d1e9d0
01db0170c4c634550cc710a645093cfb	647c20abd9387997
01dd5feb463fa80f73809718f6ff735b	6edf1b13622fc83a
01df60e0a1690421fa6d8e73358af751	fdd21a5ad94b149d
01e407c1be777e7a6bff6f69c871191e	b4dbf78caeead1c6
01e457295031b531787c8f092a9487f1	e1f5ab3b63da5354
01e460fb1710367a663ab3f7274270db	4740d91c67282eb1
01e6b02d61a5105f4cc4d1275e4ee626	2c08e50fef0b4ec8
01e7e51d745a9ffd5d8c0d4be157a6ea	764966a5b1eb4986
01efd93e498fa0aa8b15a225c0222824	46caa43f4f631729
01f6f378126fba702bfdca976b9ae406	c71ffc9fa415d2a8
01fb606163f23f52d676aa4f46b4381a	d354d2758dcee76a
02009b14e291072e12a5b27dffdf5a7b	4e20218bc5b589dd
0202cc5d16223bceb61e66cc4d7168f7	2bebbfbf996c7db7
0202d973562cc1efd380b93faf711df3	ed452837eec5d553
02039a75cd47093fce9f1af3ab61a5e8	91c19ce20e51a633
0205c97b33f228ca830b36156eae9bc9	52136359907157df
0205e0724a8a912dde9ad7dfba2aee0b	199fae6b13e1e3ce
02066c116dbacc40ec5cca2067db26c0	f42448e1b4ca8033
020bb8e3ad83c3e377648b6103c6fb4a	2111d737b9c26162
020c63aa1ae5c6fe7aeb8e2fbef99a3c	553c0fee58156a6e
021331d523ad3092616ff99cf0c6c355	10cc0adab38438ae
021686368317a35103f1f671f783d958	24bb8c4a57e636d5
0216f9d35f2b695b904fffb312e3e611	b123b4c744772a7d
02189c82c0395b9968ecb32895bc73c2	8c687c9d430489eb
02197ec055ea06c347bf1c6ceb6facf7	fc3073bb282cd31b
02223564bd2f5c20768e63cf28c785e3	e247e65e3dd3c96d
02257f12aa71e6622d2bf4d0f7111ebf	a4db4ad64215cd0b
0225fa9581c622e5abbc8497a97edf4e	a9b0da3e51476b59
0227c865edaeda75e13eea36d57b7eed	9e96322bbce5fcac
022b841952d37f0d6a0d050c9b4b0071	ac572ab336ef412c
022d902dc901cc9dbcb9e9af8b6728e2	e99b6b6a54cdb235
022d99ed11a6bbad03a8d07be558411b	826cccec14c9cbc5
022dc7e9935f3570c088db58bd84b2c6	f00361e3b0461b42
022e05157f3057a9888a85eb94a26d3a	c947c43e9b4610e8
022fd6b1d5a66e11de5fdb58d51db99c	b74e967db4f6717e
0230774d18baa0fb8e3267dcac0014f3	e92eae689851e031
0232a4f59601e7a78fa29e06d5091764	1acf3c19b634b6b9
02393be00525d205cbe0b6ca8ed22f48	fb8c30dc72c31264
023e522c9160d4d1584c5ce1a6ce48d1	254047c07e945ac4
02404a08ea36dd43362bbddc578c839d	28eea27fdc13f5ea
0240f5bddc39ad2f0a786c811fc434a8	5016422244e54984
0241f35c5752768d2b0580533d143a14	4a89cdf278213e59
0246c609c3a0f893028313b2291dac7c	8a4a6dfea848887c
024750eb1d45dbe3c081ff3372fff5be	5f457b6a8a8fa5d0
024af9416f8c1dad1b4f974757e38d51	7a96312919071d56
024bff5f92c610e530b3756f2ccb037d	7593c80c9e51ebd9
024d71cebfe2f5c3b574e2482b2c7b66	be3f25c8dc8a8444
024ea469a7c368eadf441544cae9f90c	5af0a36aea487bc9
02505bcdae17368b0b44efe673160eda	211b194c2f7079cc
0257941d88a81ef2839a94587d03e87f	a0d5e3cff3894a4c
025890af6c6f91ea4e405dbccab6be90	bae6b952be148288
025b05bcc900fa8e2675ba23c6e6d454	d5b303befbbfba45
025b4355cf82995a0c901b109bb2be55	57c088cd7994d05d
025fe6b9b2e74c53011badb9f2c79976	4e501dbb9b2d92f2
02609dfe236c0c2beeac79e61cbe6151	5c7c4b3e2ea5b1f0
0261b44c278c36459061c368aa00575a	d99881664673bfaa
02627689047d06fbb642eef14768d751	f389235f8fa1ad79
0262e0507796703aeed95b8eb6346828	6742c782e663556b
0265448c232e3a25aa5bcd29b1b14567	c73039b62c229871
026697efcbda72c2263c11b12cd22677	419b8743b8ef20ba
026c28cff76457b2fa8eba99520a0f9a	f766cf53c9f03b7e
026d5d5889dc62956ad30fa3a6ed61e4	f2e3292ef8a1cbf3
0272edf70e38a36b32b924ceb16c7156	ae4e74114316a021
027330866147a897c5c9b5d4d47d28cb	4428c35c30a4c454
0275407378707ad9eed2f8b30386a789	b66f270678910f59
027761d107a7927810afd569bfd81a4e	ac208b95927753be
0278eee117c3821771e2d18d710a89ad	d1edc347e82d5a40
027b35979bc619b89cad395d958b3270	4ffe5efa3c481038
027dd75e80e8fd4374ed8eec187f956a	ffa9dfc737c395bc
0286e90d6f0176c6f49ca4b6d0c08dff	0facf1a9d5176731
028d0cc7af63e9bba5795f20e24db4f6	58b9539479ae9427
028d1cef617dc62904ce9a7718081d4b	9f0ea1f39792ae3c
0291268a34c2d681dbed04f2c169fa9f	NA
0294158664d9ada36bd23fbb652cb823	2cffdc2074fc8994
029769d31380aed4e9915d27c73d18d6	682cac0e87ddf153
0297c2a35f116ffd5382aea5b421e6df	2af61969f234f478
0299da6b2088736e46a6ebf067804596	9ccd5dbdd4986645
029a78f54a28bab5de0ac9ea07823e74	8b46dd90c3045d15
029cf5345cbde37e75d11fe7c9f07ded	d5f59e614acb74fe
029ef821bff942b1be483e35b4256d79	7a1553ba035216e8
029f943a34e4b12fa59c6a3664e481bb	6565d6c6f39dab58
02a5d44d0559dc046e591dd8c10f2c10	eccf788b45f66edf
02aa8df7d5f231c1fa8c138bf71881b8	309f08db53b95b6c
02aab5b634bc3b1de8567a15f468dd53	9b74d450a2a192a9
02abb73bd8e7095a9f18f82d8239eb97	44e33f092c7b2631
02ad1665470545464a4d28a0d4b94570	5f52eb87ce4128c4
02ad294c09a41578dac649a64b6aadd6	3b7c473e78022995
02ae49a7f45355f52f90208a8ba5164d	1b31a312ca460cf8
02ae8832f0c2821eef1e72d3df540a22	6bc5fb312cf624a2
02b0ba33fc854c843c151f951be44010	e9bea4150fc7acee
02b385a378c232c0671c7ccae533ddfb	9cd8973e6a681afe
02b3ef3c69fd77ed8ef830f4256b0022	e8aa3f578791c9bd
02b60dfe8004125530bfd1b4d055dc6b	e80db114e85ec596
02b69d0e5c2b68d5c3d650164b6c277d	11a8f228befea176
02bc149bbe801807912f651c7bad3e74	d97ed943eac61d18
02c18b0862662b066404f55c815e459b	d31c9cdc41e02f70
02c1c6307289afd9f6ac81979b251df2	52a82698d8843731
02c1d1c6fb0c6558032f7b5f115702cf	28d4d358696672e6
02c23ebafea72bcb7135ab806aa3e1a6	bcbe2e45a515ddc9
02c3dfc0e9c16c69a66b5b7412e512ef	6554af834b16953c
02c3f1d24074cba45a64d0b4b5aa0238	628cd7041d79baa8
02c6fe8483e4f4474b7ac9731772535d	93dc6af3a34f37e1
02cba4bd89eb7ecbf0f063c4c4fef7d6	7d05489b75556321
02ce47de081045ece3d651b805235346	fafecf454771ef88
02cf287a41c2cc7a79c682495df002d4	03c5e275dc3b5413
02cf500db31aa951989bf4947d9165e5	1f4748a553494143
02cfa5a71b5c89a1b10b5f5a5221ed05	9222124483180b7d
02cff9bea08ed95b701d23e743e2ce13	842c2888df124709
02d15c71f00ba4808c8efff0ed6d71ce	782139d4fb9af9cf
02d4f72ae5dd9be8edcd3bff7e63f8ad	f6d8258163f4f748
02d8847ee38504792705d794eb93e9a7	c9b8b08d2c5d4a21
02d8ce98d8be14b6cb115dd4752d7c09	b05c132f4b193d78
02da8e9305ee7b4ad33c348f46afebea	881a3942104988d5
02de69784e1bd36ed3ac1a0a7371fad0	d7eea0aa5bd86be2
02e336c79a69ddf2e868232321abd154	0e8e6ffbf11bd1b2
02e4f23ed59566d343b605dc2cc30a01	4ee390f57faf27ae
02e781d6f1761a8135a599de8c34bc88	84d6bf002b8ea44a
02ee4550987a8545d00d0ad14d4b215c	61bfb4b0a73454bb
02eef920cd1aab9ef3492fe27bf515c4	685af1b4fd1e8cf5
02eff2cc9db1e6abe53e55e9e3f5277f	d044e318f429fd7c
02f019f0a4040c0f9b52cd910997a362	0685fb9abffaa552
02f2343e32f9070f149708d77556b4aa	d87e1b9dd8e1fa96
02f3a178829aa3838b2ad9a14f986913	73f24a60366e23d9
02f3e7cd5ffb56be6f619896a40fd628	7fcfa230ca26223d
02f6ca52f1ada872d82035088701b66a	40a6989cf3c77896
02fe323166b147f507e045f04062854d	afcf0d0c2c2028d2
02ff9a8d99be52af14523c433e6caff4	acd330b11c1019ab
0300d80a6c897c389a07ee4bcf3e926c	2d2d4d6703c1da68
03041657b7177746724b819433c83b20	81fab122e5336e12
03083b81684212efcf3f415df0127130	e47a8ac61dd79e5b
0309535f129965796de4193e1605bfa9	55b2196679dc4719
0309ea422084568c2b4df13b32094380	ac137290758e6002
030ae49b1ccd2bdce8a35ae95997bdca	86d8935a138204e3
030f36e3ef0e56533706d6c1b4fd31e1	c5071201bda8c553
0313ef9736992ac0bef42713aedf8a1f	40184b9e1277fe80
0316093cadcfd18a4e30b7974e62fecd	c875ff6dd5a5a72f
031757c0a6797eddf3e84bcefbbdb753	752617444b4596f5
031a9d2143b30c6682f1f8fe23526804	a52370dce1b953b6
031c116d206f65d7c267d30108cd00a0	4fe7f741660dbabd
031c99d72be38eedacc8b402784e9821	7470bd546731a368
031daf860acbce867db7559c74bb1c60	997fe8da55d67c6a
031f2533749fafff58983d342f8c7ee3	7d2a750b5e29a0cc
0320af21bba8b8cd940a95277377803d	60570672798279c7
032117a0ac42531420174f9b1234b6de	1f344454a455d178
0321654854668173ef9983b879622722	598b79dce8670640
032172c44f98289cf10e06ffeaf7745b	a4ca4e9e27d6f75c
0325f5bdfff16d1756f786bfdccd2d26	2e5bfb9a3418701d
0327aa4bd6b07b94d14e53efc57d0d00	43bf01b3dc5d46d0
032941f5f28c9ac53fa1c80d35f3206f	5d11a1dfb88b1a33
03332c1d032fcd09f91254199387215a	dc88c1bb59138ffe
033560dbd1b4d3545b4b40ef90aaaa29	fd8076d42b92d134
0336f81b60baac5b8f481dd3c32861a5	b441e533014df678
033743e540b7f6e2114a3e6981558795	c84821e9e01b2889
03385e315b37cbb189ab45f90acf5af0	1498d3461933453d
033b0be3724bb9a94ffbce3d0901db59	25c65084aa44ba58
033bdaf71d51a1645014a54ea614312f	39ac489f4de99a55
033d611722714d5206cc0184479e92e2	93025c7f1e7d8119
033f38da07bdbbad4763eaf1fe97ce37	68262edd02804e18
034619cf0ad20017ed9dd5f88caacae6	14fdde7befcab284
0346be00d2d7d3393d134d8be1138c45	1f35eba8a660f460
03475e329b9fbc8246a09a4f888f9023	7ef531f3d587c5f4
0350d0a0f0922b1184d3183ae3d58f4b	58ee5985952aa841
0358188e041daccdd2fad07e1188f28c	dce3333bbed9093e
0359596347daa117da50950748bc06d1	6e05b175800a9216
035c200bbf0a783e4ec9656cfa9b2f68	2690387fc3fd8829
035c23ef8339c6d16ecd45601af8a589	a5c2e05ce610aad4
036126151ea302c37e340f6552777678	15fde020020a67d7
03645a35cda06bab02dd280017fa8c3f	29d27f63614a49fe
0365db8065a89550e1ba73d86ec48cc2	e095636e44c491de
0369497a41c3914b796cb81e64dd2e55	947d4643dff97482
0369d8788498fe92e8337f326a929367	ab469c271d4a5bcb
036b541db9d0839b0591d408ff4f77ae	ac3068026b1a9fb0
036bb9f40335cf9c6bb167e8c3703926	ee9eba1b390f5b2a
036bbc647cdc27d4ca455cd3cf311262	7544acd1de5d6087
037030471a83c04cf17c7cdbc8236e83	be9cd9c7be2cdcd2
0379936c75c225f1a9a113762b019da6	3795ebb79e41d078
037a2d470c1c9727d55d5d947dd8394c	f7231be80cf90a11
037a652d6e4bea27881073be25176934	0f17e2cafb55dbbd
037c423f56548082b1935e88c48ffdda	acb904083481d18a
037cdc23d5ce303ee466680f4fdfe1fc	f03e342246751a41
037d21e060a2e3eab8b080aa84ceee75	a03f7449ad12bea6
0380d80ca292251e5afcf16c65707eb5	91aab641bbc7c4b7
0381d8662f1fbc50581c54921a178b0a	c30b5068a60d4697
03873e44115e30db6c3ccc2941c14101	95b5f9e7b4a0e430
0389d1800e05f1ef2e60e640b86279d9	85a762c4dff0a32d
038b307ca27d32bbf2535bc7fbae82b3	bac6ea7340d266bd
0391a7be47a1d4f1bf2180cffea667b1	d154e50fa4c8d4d8
039378621dce8907fe5286ce965cce5c	f4ff3f7cdc3b3dac
0393ff33cb3cade4b83e0b5bd60996a4	67075abcae8f9bd4
03942ae21753e7dead072ab1f6c1c3b1	b51721a73d7b382e
03980ada4055f6198fcd7ee52bb220f1	32257de683bb8a20
0398e6b20de133ba8b49c74b67dad7b7	0ae8a78f1fd7ad90
039b45f4a3979c9176b115bb8e88342f	44f4db654ffabf66
039c2bf64eab47d423b7740f3863bc49	7e73497b3e9aa2cb
039d09672019a346c710ba7d49c4f91b	536437dc86dad51b
039f5e361b0d24319e37e08dbc07e50d	7f7243955d2d494f
03a1a18521814692f56a8ecbea0031d4	43f1334ee9c4282f
03a1ada3e778fcec8a7ee0c9e685d4be	0fabed59ba8288b9
03a43a7ea55217f53542ed3f029963af	0270e6b0188d8094
03a4cfbba1ef7eafe2b4f01e444c411f	4662381b64705534
03a6f26e998c764c46c97dd9778036a1	d8840e1788a390bf
03ae7447931228f49a3eec4f2f8fe9a9	7ac021c30c32cd4b
03b08ff6f932aa7c6597059061c5fc6c	40fbd0547c125715
03b0e7b608a5f1052c1cdb58ffc69262	317758dcd1e6c0cf
03b297cfd24f7fffb743780ef9578886	73b72629f166e3af
03b75ba4f3a1bdcc58c89e6846eecaab	5cbfa94781f1943f
03ba29d5cb38d345357a74a7b5ccd759	5af9048ed7440a9c
03bb7baaa45980753a0e7050ae44755d	29d8cd2bfd096940
03c41956324a467d4f265ee58af51f25	22e51dcb5e112c97
03c44a93577c98119dc498053888937a	d4958d59b455bf76
03c5fef8cb8957ecf687548c8d504d10	3b74634ae6dace48
03c6170c9b8917706b0ad0a28400d195	29fcbdd0df5363f4
03c7c131fc68f902620c24f5f28cd179	8d6805ac61460bf8
03c8a9ffce923a8cb3452f18d371eacf	3cb0fa0af841a175
03cb9868146a1c420ba8e3b1b08865b8	49eb315279401e2d
03cd587fe1f5eb6c6c10ede767571241	611245641bd59113
03cf322e6530ef37b455bafbf451bd77	baa172815f3c4932
03d1940f76051f548ee86eb71a38ff14	26e8dfdf18212fbe
03d1d6df36fdec5be7b60e6f0cd382f7	af9c06680ba051a0
03d74bc7a2c848e5f834eb31bc6c839e	e13697d7f1d282d7
03d8064f3be30daecf2ffe4c54361e61	c8535554d9cb6ff4
03d93f5c0378205e17260e16e463ac67	547142ff8cdc7358
03d9b7f7c619fdf000a1ba5eab146379	3c976f862499ceae
03de316ba1e90305471a3b8620cb9cd7	071b81f262bb9d6a
03deea471ff6f90e6b7519407f8b2056	d6d40a339e59d202
